Match_col,Tms,Tce
RBBH-11030,Tms_TRINITY_DN48423_c0_g1_i1,Tce_TRINITY_DN99365_c0_g1_i2
RBBH-11031,Tms_TRINITY_DN25061_c0_g1_i1,Tce_TRINITY_DN103709_c3_g2_i1
RBBH-11032,Tms_TRINITY_DN11400_c0_g1_i1,Tce_TRINITY_DN83463_c0_g1_i2
RBBH-11033,Tms_TRINITY_DN25742_c1_g1_i1,Tce_TRINITY_DN99445_c0_g1_i1
RBBH-11034,Tms_TRINITY_DN4557_c0_g1_i1,Tce_TRINITY_DN105569_c1_g2_i1
RBBH-11035,Tms_TRINITY_DN31014_c0_g1_i1,Tce_TRINITY_DN104439_c0_g3_i1
RBBH-11036,Tms_TRINITY_DN8078_c0_g1_i1,Tce_TRINITY_DN42384_c0_g1_i1
RBBH-11037,Tms_TRINITY_DN35348_c0_g1_i1,Tce_TRINITY_DN106754_c0_g5_i1
RBBH-11038,Tms_TRINITY_DN27691_c0_g3_i1,Tce_TRINITY_DN106908_c7_g1_i1
RBBH-11039,Tms_TRINITY_DN19995_c1_g1_i1,Tce_TRINITY_DN103385_c5_g1_i2
RBBH-1104,Tms_TRINITY_DN17978_c0_g1_i1,Tce_TRINITY_DN94060_c0_g1_i1
RBBH-11040,Tms_TRINITY_DN16919_c0_g1_i1,Tce_TRINITY_DN102457_c0_g1_i1
RBBH-11041,Tms_TRINITY_DN26401_c0_g3_i1,Tce_TRINITY_DN72000_c0_g1_i2
RBBH-11043,Tms_TRINITY_DN64581_c0_g1_i1,Tce_TRINITY_DN87002_c0_g1_i1
RBBH-11044,Tms_TRINITY_DN29629_c0_g1_i1,Tce_TRINITY_DN95748_c0_g1_i4
RBBH-11045,Tms_TRINITY_DN6830_c0_g2_i1,Tce_TRINITY_DN98963_c6_g4_i3
RBBH-11046,Tms_TRINITY_DN29823_c7_g7_i1,Tce_TRINITY_DN96573_c2_g1_i1
RBBH-11047,Tms_TRINITY_DN67875_c0_g1_i1,Tce_TRINITY_DN76761_c0_g1_i1
RBBH-11048,Tms_TRINITY_DN17758_c0_g1_i1,Tce_TRINITY_DN88098_c0_g1_i1
RBBH-11049,Tms_TRINITY_DN14503_c0_g1_i1,Tce_TRINITY_DN107045_c4_g1_i1
RBBH-11050,Tms_TRINITY_DN19331_c0_g2_i1,Tce_TRINITY_DN93580_c0_g1_i1
RBBH-11051,Tms_TRINITY_DN18944_c0_g1_i1,Tce_TRINITY_DN91168_c0_g1_i1
RBBH-11052,Tms_TRINITY_DN31454_c1_g1_i1,Tce_TRINITY_DN97331_c0_g2_i1
RBBH-11054,Tms_TRINITY_DN18173_c0_g2_i1,Tce_TRINITY_DN74856_c0_g2_i2
RBBH-11056,Tms_TRINITY_DN54781_c0_g1_i1,Tce_TRINITY_DN93029_c0_g1_i1
RBBH-11057,Tms_TRINITY_DN30682_c6_g2_i2,Tce_TRINITY_DN85627_c0_g1_i1
RBBH-11059,Tms_TRINITY_DN27497_c3_g1_i1,Tce_TRINITY_DN102795_c7_g1_i1
RBBH-1106,Tms_TRINITY_DN16402_c0_g1_i1,Tce_TRINITY_DN84940_c1_g1_i1
RBBH-11060,Tms_TRINITY_DN56315_c0_g1_i1,Tce_TRINITY_DN70809_c0_g1_i1
RBBH-11061,Tms_TRINITY_DN8093_c0_g2_i1,Tce_TRINITY_DN87808_c0_g1_i1
RBBH-11063,Tms_TRINITY_DN64219_c0_g1_i1,Tce_TRINITY_DN85159_c0_g1_i1
RBBH-11064,Tms_TRINITY_DN30734_c1_g1_i1,Tce_TRINITY_DN86026_c1_g1_i2
RBBH-11065,Tms_TRINITY_DN44112_c0_g1_i1,Tce_TRINITY_DN107248_c0_g1_i1
RBBH-11066,Tms_TRINITY_DN27520_c0_g1_i1,Tce_TRINITY_DN102489_c2_g2_i1
RBBH-11067,Tms_TRINITY_DN14346_c0_g1_i2,Tce_TRINITY_DN86427_c0_g1_i1
RBBH-11068,Tms_TRINITY_DN4205_c0_g1_i1,Tce_TRINITY_DN72614_c0_g1_i1
RBBH-11069,Tms_TRINITY_DN31830_c1_g1_i7,Tce_TRINITY_DN107803_c2_g2_i3
RBBH-1107,Tms_TRINITY_DN34150_c0_g1_i1,Tce_TRINITY_DN36157_c0_g1_i1
RBBH-11070,Tms_TRINITY_DN30118_c4_g1_i1,Tce_TRINITY_DN74675_c0_g1_i1
RBBH-11071,Tms_TRINITY_DN9542_c0_g1_i1,Tce_TRINITY_DN72677_c0_g1_i1
RBBH-11072,Tms_TRINITY_DN73918_c0_g2_i1,Tce_TRINITY_DN82376_c1_g1_i1
RBBH-11073,Tms_TRINITY_DN880_c0_g1_i1,Tce_TRINITY_DN96888_c0_g1_i1
RBBH-11074,Tms_TRINITY_DN31532_c1_g2_i1,Tce_TRINITY_DN81629_c0_g1_i1
RBBH-11076,Tms_TRINITY_DN13359_c0_g2_i1,Tce_TRINITY_DN96949_c0_g1_i1
RBBH-11077,Tms_TRINITY_DN19198_c1_g1_i1,Tce_TRINITY_DN85093_c0_g1_i1
RBBH-11078,Tms_TRINITY_DN77875_c0_g1_i1,Tce_TRINITY_DN107069_c3_g4_i1
RBBH-11079,Tms_TRINITY_DN40962_c1_g1_i1,Tce_TRINITY_DN73280_c0_g1_i1
RBBH-11080,Tms_TRINITY_DN51735_c0_g1_i1,Tce_TRINITY_DN88986_c1_g2_i1
RBBH-11081,Tms_TRINITY_DN30963_c6_g9_i1,Tce_TRINITY_DN106428_c4_g1_i1
RBBH-11082,Tms_TRINITY_DN28525_c2_g1_i1,Tce_TRINITY_DN99012_c3_g6_i1
RBBH-11083,Tms_TRINITY_DN29666_c0_g1_i1,Tce_TRINITY_DN95790_c0_g1_i2
RBBH-11084,Tms_TRINITY_DN62037_c0_g1_i1,Tce_TRINITY_DN99430_c4_g1_i1
RBBH-11085,Tms_TRINITY_DN44436_c0_g1_i1,Tce_TRINITY_DN84642_c0_g1_i2
RBBH-11086,Tms_TRINITY_DN22795_c0_g2_i1,Tce_TRINITY_DN61841_c0_g1_i2
RBBH-11087,Tms_TRINITY_DN18482_c0_g1_i1,Tce_TRINITY_DN98276_c2_g4_i3
RBBH-11088,Tms_TRINITY_DN30609_c4_g15_i1,Tce_TRINITY_DN102954_c1_g1_i1
RBBH-1109,Tms_TRINITY_DN30981_c2_g3_i1,Tce_TRINITY_DN107254_c1_g1_i2
RBBH-11090,Tms_TRINITY_DN65015_c0_g1_i1,Tce_TRINITY_DN100976_c0_g1_i1
RBBH-11091,Tms_TRINITY_DN31383_c0_g1_i4,Tce_TRINITY_DN96449_c0_g1_i2
RBBH-11092,Tms_TRINITY_DN23819_c0_g3_i1,Tce_TRINITY_DN95643_c1_g1_i1
RBBH-11093,Tms_TRINITY_DN15163_c0_g1_i1,Tce_TRINITY_DN101547_c0_g1_i3
RBBH-11094,Tms_TRINITY_DN45008_c0_g2_i1,Tce_TRINITY_DN89589_c0_g4_i1
RBBH-11095,Tms_TRINITY_DN40502_c0_g1_i1,Tce_TRINITY_DN93772_c1_g2_i1
RBBH-11096,Tms_TRINITY_DN64606_c0_g1_i1,Tce_TRINITY_DN56107_c0_g1_i1
RBBH-11097,Tms_TRINITY_DN31759_c25_g1_i1,Tce_TRINITY_DN95861_c0_g1_i1
RBBH-11098,Tms_TRINITY_DN13190_c1_g1_i1,Tce_TRINITY_DN81906_c0_g1_i1
RBBH-11099,Tms_TRINITY_DN71353_c0_g1_i1,Tce_TRINITY_DN63778_c0_g1_i1
RBBH-111,Tms_TRINITY_DN18440_c0_g1_i1,Tce_TRINITY_DN76015_c0_g1_i1
RBBH-1110,Tms_TRINITY_DN53310_c0_g1_i1,Tce_TRINITY_DN87817_c0_g1_i2
RBBH-11101,Tms_TRINITY_DN22739_c0_g3_i2,Tce_TRINITY_DN103199_c0_g5_i1
RBBH-11102,Tms_TRINITY_DN13996_c0_g1_i1,Tce_TRINITY_DN56356_c0_g1_i1
RBBH-11103,Tms_TRINITY_DN30685_c8_g3_i1,Tce_TRINITY_DN102473_c6_g2_i2
RBBH-11104,Tms_TRINITY_DN21978_c0_g1_i1,Tce_TRINITY_DN82538_c0_g1_i3
RBBH-11105,Tms_TRINITY_DN31549_c0_g1_i6,Tce_TRINITY_DN102911_c0_g4_i1
RBBH-11106,Tms_TRINITY_DN70680_c0_g1_i1,Tce_TRINITY_DN106532_c2_g3_i1
RBBH-11107,Tms_TRINITY_DN14521_c0_g1_i1,Tce_TRINITY_DN89352_c3_g2_i1
RBBH-11108,Tms_TRINITY_DN31008_c0_g1_i3,Tce_TRINITY_DN106561_c1_g1_i3
RBBH-11109,Tms_TRINITY_DN23541_c0_g2_i1,Tce_TRINITY_DN86449_c0_g1_i1
RBBH-1111,Tms_TRINITY_DN15865_c0_g1_i1,Tce_TRINITY_DN87224_c0_g1_i1
RBBH-11110,Tms_TRINITY_DN30063_c0_g1_i1,Tce_TRINITY_DN88770_c0_g1_i1
RBBH-11111,Tms_TRINITY_DN14129_c0_g1_i1,Tce_TRINITY_DN94249_c0_g1_i2
RBBH-11112,Tms_TRINITY_DN27550_c0_g1_i1,Tce_TRINITY_DN56011_c0_g1_i1
RBBH-11113,Tms_TRINITY_DN31148_c0_g2_i2,Tce_TRINITY_DN104882_c0_g1_i7
RBBH-11114,Tms_TRINITY_DN26706_c0_g1_i1,Tce_TRINITY_DN103791_c2_g3_i1
RBBH-11115,Tms_TRINITY_DN20926_c1_g3_i1,Tce_TRINITY_DN75722_c0_g1_i1
RBBH-11116,Tms_TRINITY_DN55349_c0_g1_i1,Tce_TRINITY_DN102091_c0_g1_i1
RBBH-11117,Tms_TRINITY_DN17356_c0_g3_i1,Tce_TRINITY_DN105142_c1_g1_i2
RBBH-11118,Tms_TRINITY_DN15964_c0_g1_i1,Tce_TRINITY_DN103981_c2_g1_i1
RBBH-11119,Tms_TRINITY_DN7879_c0_g1_i1,Tce_TRINITY_DN84878_c0_g1_i1
RBBH-1112,Tms_TRINITY_DN23685_c0_g1_i2,Tce_TRINITY_DN107021_c0_g1_i1
RBBH-11120,Tms_TRINITY_DN26602_c0_g1_i1,Tce_TRINITY_DN91187_c2_g1_i2
RBBH-11121,Tms_TRINITY_DN30397_c0_g1_i1,Tce_TRINITY_DN98755_c0_g1_i1
RBBH-11122,Tms_TRINITY_DN24511_c0_g1_i2,Tce_TRINITY_DN98238_c0_g1_i2
RBBH-11123,Tms_TRINITY_DN28336_c0_g1_i1,Tce_TRINITY_DN89001_c0_g1_i1
RBBH-11124,Tms_TRINITY_DN30376_c0_g1_i1,Tce_TRINITY_DN91798_c1_g1_i1
RBBH-11125,Tms_TRINITY_DN27716_c0_g2_i1,Tce_TRINITY_DN106712_c3_g4_i1
RBBH-11127,Tms_TRINITY_DN14768_c0_g1_i1,Tce_TRINITY_DN61536_c0_g1_i1
RBBH-11128,Tms_TRINITY_DN30835_c0_g1_i2,Tce_TRINITY_DN91492_c2_g1_i2
RBBH-11129,Tms_TRINITY_DN29195_c0_g1_i1,Tce_TRINITY_DN85036_c0_g1_i1
RBBH-1113,Tms_TRINITY_DN30685_c8_g2_i1,Tce_TRINITY_DN95690_c0_g1_i1
RBBH-11130,Tms_TRINITY_DN28694_c0_g1_i4,Tce_TRINITY_DN105172_c0_g1_i1
RBBH-11131,Tms_TRINITY_DN9324_c0_g1_i1,Tce_TRINITY_DN68898_c0_g1_i1
RBBH-11133,Tms_TRINITY_DN19368_c0_g3_i1,Tce_TRINITY_DN106194_c5_g3_i6
RBBH-11134,Tms_TRINITY_DN59233_c0_g1_i1,Tce_TRINITY_DN101068_c0_g2_i1
RBBH-11135,Tms_TRINITY_DN30414_c0_g1_i1,Tce_TRINITY_DN101836_c4_g1_i3
RBBH-11136,Tms_TRINITY_DN28088_c2_g1_i2,Tce_TRINITY_DN102772_c3_g1_i1
RBBH-11137,Tms_TRINITY_DN31843_c9_g6_i1,Tce_TRINITY_DN103062_c1_g5_i2
RBBH-11138,Tms_TRINITY_DN30906_c0_g5_i1,Tce_TRINITY_DN106595_c0_g1_i2
RBBH-11139,Tms_TRINITY_DN27330_c0_g1_i1,Tce_TRINITY_DN86499_c0_g1_i2
RBBH-1114,Tms_TRINITY_DN68195_c0_g1_i1,Tce_TRINITY_DN85212_c0_g1_i2
RBBH-11140,Tms_TRINITY_DN31745_c2_g3_i2,Tce_TRINITY_DN104610_c1_g1_i2
RBBH-11141,Tms_TRINITY_DN21439_c1_g2_i1,Tce_TRINITY_DN94284_c0_g1_i2
RBBH-11142,Tms_TRINITY_DN20082_c0_g2_i1,Tce_TRINITY_DN97372_c0_g2_i1
RBBH-11143,Tms_TRINITY_DN25614_c0_g2_i1,Tce_TRINITY_DN94714_c0_g2_i1
RBBH-11144,Tms_TRINITY_DN48613_c0_g1_i1,Tce_TRINITY_DN70404_c0_g2_i1
RBBH-11145,Tms_TRINITY_DN30567_c6_g1_i1,Tce_TRINITY_DN103824_c0_g1_i2
RBBH-11146,Tms_TRINITY_DN4477_c0_g1_i1,Tce_TRINITY_DN102822_c0_g1_i3
RBBH-11148,Tms_TRINITY_DN3460_c0_g1_i1,Tce_TRINITY_DN87531_c0_g1_i1
RBBH-11149,Tms_TRINITY_DN40348_c0_g1_i1,Tce_TRINITY_DN80081_c0_g1_i1
RBBH-1115,Tms_TRINITY_DN31546_c4_g1_i1,Tce_TRINITY_DN83931_c0_g1_i1
RBBH-11150,Tms_TRINITY_DN29344_c0_g2_i1,Tce_TRINITY_DN105524_c4_g2_i1
RBBH-11151,Tms_TRINITY_DN49205_c0_g1_i1,Tce_TRINITY_DN37175_c0_g1_i1
RBBH-11152,Tms_TRINITY_DN17188_c0_g1_i1,Tce_TRINITY_DN106179_c3_g3_i1
RBBH-11153,Tms_TRINITY_DN11959_c0_g1_i1,Tce_TRINITY_DN75946_c0_g1_i1
RBBH-11154,Tms_TRINITY_DN31879_c0_g1_i1,Tce_TRINITY_DN95495_c0_g1_i1
RBBH-11155,Tms_TRINITY_DN50531_c0_g1_i1,Tce_TRINITY_DN106302_c3_g1_i1
RBBH-11156,Tms_TRINITY_DN56340_c0_g1_i1,Tce_TRINITY_DN105828_c3_g3_i1
RBBH-11158,Tms_TRINITY_DN42762_c0_g1_i1,Tce_TRINITY_DN16624_c0_g1_i1
RBBH-11159,Tms_TRINITY_DN17902_c0_g1_i1,Tce_TRINITY_DN87015_c0_g1_i1
RBBH-1116,Tms_TRINITY_DN10898_c0_g1_i1,Tce_TRINITY_DN46505_c0_g1_i1
RBBH-11160,Tms_TRINITY_DN9627_c0_g2_i1,Tce_TRINITY_DN92857_c0_g1_i3
RBBH-11162,Tms_TRINITY_DN43047_c0_g1_i1,Tce_TRINITY_DN106034_c5_g2_i1
RBBH-11163,Tms_TRINITY_DN66859_c0_g1_i1,Tce_TRINITY_DN94505_c0_g1_i1
RBBH-11164,Tms_TRINITY_DN13263_c0_g1_i1,Tce_TRINITY_DN96259_c0_g1_i1
RBBH-11165,Tms_TRINITY_DN27060_c0_g1_i1,Tce_TRINITY_DN102945_c0_g1_i5
RBBH-11166,Tms_TRINITY_DN31554_c9_g1_i2,Tce_TRINITY_DN95965_c0_g2_i2
RBBH-11167,Tms_TRINITY_DN25149_c0_g1_i2,Tce_TRINITY_DN82318_c0_g1_i3
RBBH-11168,Tms_TRINITY_DN30253_c0_g1_i1,Tce_TRINITY_DN103668_c0_g1_i1
RBBH-11169,Tms_TRINITY_DN31472_c1_g1_i11,Tce_TRINITY_DN107057_c2_g2_i2
RBBH-1117,Tms_TRINITY_DN28982_c1_g1_i1,Tce_TRINITY_DN103806_c2_g1_i1
RBBH-11170,Tms_TRINITY_DN17045_c0_g1_i1,Tce_TRINITY_DN77623_c0_g1_i1
RBBH-11171,Tms_TRINITY_DN27671_c1_g2_i1,Tce_TRINITY_DN79840_c0_g1_i1
RBBH-11172,Tms_TRINITY_DN28189_c0_g1_i1,Tce_TRINITY_DN103320_c2_g1_i1
RBBH-11173,Tms_TRINITY_DN30091_c0_g1_i1,Tce_TRINITY_DN104437_c0_g1_i1
RBBH-11174,Tms_TRINITY_DN10734_c0_g1_i1,Tce_TRINITY_DN61246_c0_g1_i1
RBBH-11175,Tms_TRINITY_DN24772_c0_g1_i1,Tce_TRINITY_DN92661_c0_g1_i1
RBBH-11176,Tms_TRINITY_DN26039_c0_g1_i1,Tce_TRINITY_DN103429_c0_g2_i1
RBBH-11177,Tms_TRINITY_DN3693_c0_g1_i1,Tce_TRINITY_DN107105_c0_g4_i1
RBBH-11178,Tms_TRINITY_DN31362_c21_g1_i1,Tce_TRINITY_DN96140_c0_g1_i1
RBBH-11179,Tms_TRINITY_DN14964_c0_g1_i1,Tce_TRINITY_DN11881_c0_g1_i1
RBBH-1118,Tms_TRINITY_DN13948_c0_g1_i1,Tce_TRINITY_DN54875_c0_g1_i1
RBBH-11180,Tms_TRINITY_DN29358_c0_g1_i5,Tce_TRINITY_DN102423_c0_g1_i4
RBBH-11181,Tms_TRINITY_DN2732_c0_g1_i1,Tce_TRINITY_DN101788_c1_g2_i2
RBBH-11182,Tms_TRINITY_DN32152_c0_g1_i1,Tce_TRINITY_DN89985_c0_g1_i1
RBBH-11184,Tms_TRINITY_DN416_c0_g1_i1,Tce_TRINITY_DN89510_c0_g1_i2
RBBH-11185,Tms_TRINITY_DN12619_c1_g1_i1,Tce_TRINITY_DN88125_c0_g1_i1
RBBH-11186,Tms_TRINITY_DN65161_c0_g1_i1,Tce_TRINITY_DN89888_c1_g1_i1
RBBH-11187,Tms_TRINITY_DN44280_c0_g1_i1,Tce_TRINITY_DN99366_c2_g3_i1
RBBH-11188,Tms_TRINITY_DN18434_c0_g1_i1,Tce_TRINITY_DN100242_c0_g1_i2
RBBH-11189,Tms_TRINITY_DN23829_c0_g1_i1,Tce_TRINITY_DN107158_c0_g2_i1
RBBH-1119,Tms_TRINITY_DN10947_c0_g2_i1,Tce_TRINITY_DN77902_c0_g1_i1
RBBH-11190,Tms_TRINITY_DN2926_c0_g2_i1,Tce_TRINITY_DN91137_c0_g1_i1
RBBH-11191,Tms_TRINITY_DN16059_c0_g1_i2,Tce_TRINITY_DN106063_c0_g3_i1
RBBH-11192,Tms_TRINITY_DN43542_c0_g1_i1,Tce_TRINITY_DN87665_c0_g1_i1
RBBH-11193,Tms_TRINITY_DN13523_c0_g1_i1,Tce_TRINITY_DN70615_c0_g1_i2
RBBH-11194,Tms_TRINITY_DN75028_c0_g1_i1,Tce_TRINITY_DN107103_c0_g2_i4
RBBH-11195,Tms_TRINITY_DN31723_c8_g1_i1,Tce_TRINITY_DN95180_c0_g1_i1
RBBH-11196,Tms_TRINITY_DN22671_c0_g2_i1,Tce_TRINITY_DN87695_c0_g2_i1
RBBH-11197,Tms_TRINITY_DN8520_c0_g1_i1,Tce_TRINITY_DN73364_c0_g1_i1
RBBH-11198,Tms_TRINITY_DN14147_c0_g1_i1,Tce_TRINITY_DN98976_c0_g1_i2
RBBH-11199,Tms_TRINITY_DN65365_c0_g1_i1,Tce_TRINITY_DN107488_c1_g1_i1
RBBH-112,Tms_TRINITY_DN29140_c0_g1_i1,Tce_TRINITY_DN82940_c0_g1_i1
RBBH-1120,Tms_TRINITY_DN2851_c0_g1_i1,Tce_TRINITY_DN10159_c0_g1_i1
RBBH-11200,Tms_TRINITY_DN48015_c0_g1_i1,Tce_TRINITY_DN99022_c0_g1_i1
RBBH-11201,Tms_TRINITY_DN5182_c0_g1_i1,Tce_TRINITY_DN106545_c2_g5_i1
RBBH-11203,Tms_TRINITY_DN28477_c0_g1_i1,Tce_TRINITY_DN93835_c0_g1_i1
RBBH-11204,Tms_TRINITY_DN55567_c0_g1_i1,Tce_TRINITY_DN90299_c0_g1_i1
RBBH-11205,Tms_TRINITY_DN65953_c0_g1_i1,Tce_TRINITY_DN8647_c0_g2_i1
RBBH-11206,Tms_TRINITY_DN28059_c0_g1_i2,Tce_TRINITY_DN96623_c0_g1_i1
RBBH-11207,Tms_TRINITY_DN35231_c0_g1_i1,Tce_TRINITY_DN98657_c0_g1_i3
RBBH-11208,Tms_TRINITY_DN47591_c0_g1_i1,Tce_TRINITY_DN98909_c7_g1_i1
RBBH-1121,Tms_TRINITY_DN27306_c1_g4_i1,Tce_TRINITY_DN102933_c2_g1_i3
RBBH-11210,Tms_TRINITY_DN26034_c0_g2_i1,Tce_TRINITY_DN103233_c0_g1_i1
RBBH-11211,Tms_TRINITY_DN21862_c0_g1_i1,Tce_TRINITY_DN100520_c2_g1_i1
RBBH-11213,Tms_TRINITY_DN12631_c0_g1_i1,Tce_TRINITY_DN85708_c0_g1_i1
RBBH-11214,Tms_TRINITY_DN37011_c0_g1_i1,Tce_TRINITY_DN50326_c0_g1_i1
RBBH-11215,Tms_TRINITY_DN48678_c0_g1_i1,Tce_TRINITY_DN93034_c2_g2_i1
RBBH-11216,Tms_TRINITY_DN2787_c0_g1_i1,Tce_TRINITY_DN101704_c0_g1_i1
RBBH-11217,Tms_TRINITY_DN23952_c0_g1_i1,Tce_TRINITY_DN86864_c0_g1_i1
RBBH-11219,Tms_TRINITY_DN733_c0_g1_i1,Tce_TRINITY_DN99095_c3_g1_i2
RBBH-1122,Tms_TRINITY_DN31749_c12_g1_i1,Tce_TRINITY_DN103034_c4_g1_i1
RBBH-11220,Tms_TRINITY_DN17221_c0_g1_i1,Tce_TRINITY_DN107167_c0_g1_i1
RBBH-11221,Tms_TRINITY_DN16859_c0_g1_i1,Tce_TRINITY_DN100699_c0_g1_i1
RBBH-11222,Tms_TRINITY_DN20447_c0_g1_i1,Tce_TRINITY_DN102096_c4_g1_i2
RBBH-11223,Tms_TRINITY_DN27817_c0_g2_i1,Tce_TRINITY_DN98063_c0_g1_i4
RBBH-11224,Tms_TRINITY_DN29222_c2_g1_i1,Tce_TRINITY_DN103724_c8_g1_i1
RBBH-11225,Tms_TRINITY_DN63917_c0_g2_i1,Tce_TRINITY_DN92069_c0_g1_i1
RBBH-11227,Tms_TRINITY_DN29960_c0_g1_i1,Tce_TRINITY_DN100063_c0_g2_i1
RBBH-11228,Tms_TRINITY_DN58524_c0_g1_i1,Tce_TRINITY_DN94641_c0_g1_i1
RBBH-11229,Tms_TRINITY_DN2478_c0_g1_i1,Tce_TRINITY_DN86211_c0_g1_i1
RBBH-1123,Tms_TRINITY_DN30098_c0_g2_i1,Tce_TRINITY_DN101740_c0_g1_i1
RBBH-11230,Tms_TRINITY_DN31408_c0_g1_i2,Tce_TRINITY_DN107802_c0_g1_i3
RBBH-11231,Tms_TRINITY_DN15957_c0_g1_i1,Tce_TRINITY_DN106934_c3_g6_i1
RBBH-11232,Tms_TRINITY_DN28537_c0_g1_i1,Tce_TRINITY_DN89562_c1_g1_i1
RBBH-11233,Tms_TRINITY_DN27851_c0_g1_i1,Tce_TRINITY_DN107115_c1_g1_i1
RBBH-11234,Tms_TRINITY_DN21190_c0_g1_i1,Tce_TRINITY_DN89142_c1_g1_i1
RBBH-11235,Tms_TRINITY_DN49421_c0_g1_i1,Tce_TRINITY_DN103480_c1_g1_i1
RBBH-11236,Tms_TRINITY_DN57854_c0_g1_i1,Tce_TRINITY_DN92903_c0_g1_i1
RBBH-11237,Tms_TRINITY_DN25459_c1_g1_i1,Tce_TRINITY_DN106544_c4_g1_i1
RBBH-11238,Tms_TRINITY_DN8991_c0_g1_i1,Tce_TRINITY_DN113512_c0_g1_i1
RBBH-11239,Tms_TRINITY_DN73701_c0_g1_i1,Tce_TRINITY_DN83642_c0_g1_i1
RBBH-1124,Tms_TRINITY_DN15030_c0_g1_i1,Tce_TRINITY_DN107463_c1_g1_i1
RBBH-11240,Tms_TRINITY_DN29554_c0_g1_i2,Tce_TRINITY_DN107344_c1_g4_i5
RBBH-11241,Tms_TRINITY_DN10268_c0_g2_i1,Tce_TRINITY_DN55413_c0_g1_i1
RBBH-11242,Tms_TRINITY_DN70612_c0_g1_i1,Tce_TRINITY_DN77625_c0_g1_i1
RBBH-11243,Tms_TRINITY_DN26859_c0_g1_i1,Tce_TRINITY_DN91657_c0_g2_i1
RBBH-11244,Tms_TRINITY_DN24251_c0_g1_i2,Tce_TRINITY_DN105501_c0_g1_i3
RBBH-11245,Tms_TRINITY_DN6355_c0_g1_i1,Tce_TRINITY_DN97419_c0_g2_i1
RBBH-11246,Tms_TRINITY_DN31062_c7_g5_i1,Tce_TRINITY_DN89198_c0_g1_i2
RBBH-11248,Tms_TRINITY_DN24180_c0_g5_i1,Tce_TRINITY_DN82113_c0_g4_i1
RBBH-11249,Tms_TRINITY_DN19442_c0_g1_i1,Tce_TRINITY_DN86118_c0_g1_i1
RBBH-1125,Tms_TRINITY_DN18176_c0_g1_i1,Tce_TRINITY_DN50683_c0_g1_i1
RBBH-11250,Tms_TRINITY_DN26569_c0_g2_i1,Tce_TRINITY_DN66554_c0_g1_i1
RBBH-11251,Tms_TRINITY_DN53484_c0_g1_i1,Tce_TRINITY_DN105071_c2_g1_i1
RBBH-11252,Tms_TRINITY_DN25903_c0_g2_i1,Tce_TRINITY_DN80198_c0_g2_i1
RBBH-11253,Tms_TRINITY_DN31867_c4_g3_i2,Tce_TRINITY_DN107792_c5_g1_i4
RBBH-11254,Tms_TRINITY_DN31850_c6_g1_i1,Tce_TRINITY_DN106244_c2_g1_i1
RBBH-11255,Tms_TRINITY_DN28633_c1_g1_i1,Tce_TRINITY_DN98460_c0_g1_i1
RBBH-11257,Tms_TRINITY_DN34114_c0_g1_i1,Tce_TRINITY_DN76916_c0_g1_i1
RBBH-11258,Tms_TRINITY_DN380_c0_g2_i1,Tce_TRINITY_DN101581_c1_g1_i1
RBBH-11259,Tms_TRINITY_DN21786_c0_g1_i1,Tce_TRINITY_DN106142_c2_g1_i2
RBBH-1126,Tms_TRINITY_DN65871_c0_g1_i1,Tce_TRINITY_DN95457_c0_g1_i3
RBBH-11260,Tms_TRINITY_DN29715_c0_g1_i1,Tce_TRINITY_DN105061_c0_g2_i1
RBBH-11261,Tms_TRINITY_DN60043_c0_g1_i1,Tce_TRINITY_DN98163_c1_g1_i1
RBBH-11262,Tms_TRINITY_DN19593_c0_g2_i1,Tce_TRINITY_DN99713_c1_g1_i1
RBBH-11263,Tms_TRINITY_DN30904_c0_g1_i1,Tce_TRINITY_DN89246_c0_g1_i1
RBBH-11264,Tms_TRINITY_DN57880_c0_g1_i1,Tce_TRINITY_DN104922_c4_g1_i1
RBBH-11265,Tms_TRINITY_DN40473_c0_g1_i1,Tce_TRINITY_DN83243_c0_g1_i1
RBBH-11267,Tms_TRINITY_DN17889_c0_g1_i1,Tce_TRINITY_DN72330_c0_g1_i1
RBBH-11268,Tms_TRINITY_DN50461_c0_g1_i1,Tce_TRINITY_DN88189_c0_g1_i1
RBBH-11269,Tms_TRINITY_DN28827_c0_g2_i1,Tce_TRINITY_DN107125_c0_g2_i1
RBBH-1127,Tms_TRINITY_DN22572_c0_g1_i1,Tce_TRINITY_DN93442_c0_g1_i1
RBBH-11270,Tms_TRINITY_DN45014_c0_g1_i1,Tce_TRINITY_DN77878_c0_g4_i1
RBBH-11271,Tms_TRINITY_DN64728_c0_g1_i1,Tce_TRINITY_DN106510_c2_g1_i1
RBBH-11272,Tms_TRINITY_DN20991_c0_g1_i1,Tce_TRINITY_DN93384_c0_g1_i1
RBBH-11273,Tms_TRINITY_DN3274_c0_g2_i1,Tce_TRINITY_DN57253_c0_g2_i1
RBBH-11274,Tms_TRINITY_DN17781_c0_g1_i1,Tce_TRINITY_DN74388_c0_g1_i1
RBBH-11275,Tms_TRINITY_DN23753_c0_g1_i1,Tce_TRINITY_DN88866_c0_g1_i1
RBBH-11276,Tms_TRINITY_DN5332_c0_g1_i1,Tce_TRINITY_DN25557_c0_g1_i1
