OG_name,Tsi,Tge,Tpa,Tms,Tdi,Tps,Tcm,Tte,Tbi,Tce
OG-1211,Tsi_TRINITY_DN18536_c0_g1_i1,Tge_TRINITY_DN28424_c0_g1_i1,Tpa_TRINITY_DN130103_c0_g1_i1,Tms_TRINITY_DN70828_c0_g1_i1,Tdi_TRINITY_DN66165_c0_g1_i1,Tps_TRINITY_DN71308_c0_g1_i1,Tcm_TRINITY_DN88044_c0_g1_i1,Tte_TRINITY_DN30091_c0_g1_i1,Tbi_TRINITY_DN50627_c0_g1_i1,Tce_TRINITY_DN94102_c0_g1_i1
OG-1212,Tsi_TRINITY_DN16602_c0_g1_i1,Tge_TRINITY_DN13283_c0_g1_i1,Tpa_TRINITY_DN109201_c0_g1_i1,Tms_TRINITY_DN63298_c0_g1_i1,Tdi_TRINITY_DN4134_c0_g1_i1,Tps_TRINITY_DN16884_c0_g1_i1,Tcm_TRINITY_DN77724_c0_g1_i1,Tte_TRINITY_DN29941_c0_g5_i1,Tbi_TRINITY_DN41514_c0_g1_i1,Tce_TRINITY_DN78175_c0_g2_i1
OG-1213,Tsi_TRINITY_DN60831_c0_g1_i1,Tge_TRINITY_DN16219_c0_g1_i1,Tpa_TRINITY_DN128863_c0_g1_i1,Tms_TRINITY_DN28793_c0_g1_i7,Tdi_TRINITY_DN17859_c0_g1_i1,Tps_TRINITY_DN86865_c0_g1_i1,Tcm_TRINITY_DN53164_c0_g1_i1,Tte_TRINITY_DN13638_c0_g2_i1,Tbi_TRINITY_DN46088_c0_g2_i1,Tce_TRINITY_DN99486_c1_g2_i4
OG-1214,Tsi_TRINITY_DN21806_c0_g1_i1,Tge_TRINITY_DN45530_c0_g1_i1,Tpa_TRINITY_DN121634_c0_g1_i1,Tms_TRINITY_DN14707_c0_g1_i2,Tdi_TRINITY_DN28993_c0_g1_i2,Tps_TRINITY_DN72356_c1_g1_i4,Tcm_TRINITY_DN88139_c0_g1_i3,Tte_TRINITY_DN2883_c0_g1_i1,Tbi_TRINITY_DN31253_c0_g1_i1,Tce_TRINITY_DN89425_c0_g1_i1
OG-1215,Tsi_TRINITY_DN8966_c0_g1_i1,Tge_TRINITY_DN32818_c0_g1_i1,Tpa_TRINITY_DN133126_c0_g3_i1,Tms_TRINITY_DN15965_c0_g2_i1,Tdi_TRINITY_DN22130_c0_g1_i4,Tps_TRINITY_DN87550_c0_g1_i1,Tcm_TRINITY_DN95406_c0_g1_i1,Tte_TRINITY_DN49927_c0_g1_i1,Tbi_TRINITY_DN68140_c0_g1_i1,Tce_TRINITY_DN101816_c0_g1_i1
OG-1216,Tsi_TRINITY_DN23953_c0_g1_i1,Tge_TRINITY_DN42482_c0_g1_i1,Tpa_TRINITY_DN134247_c1_g2_i3,Tms_TRINITY_DN10765_c0_g2_i1,Tdi_TRINITY_DN6038_c0_g1_i1,Tps_TRINITY_DN80223_c0_g1_i1,Tcm_TRINITY_DN107586_c1_g1_i3,Tte_TRINITY_DN47296_c0_g1_i1,Tbi_TRINITY_DN54202_c0_g1_i1,Tce_TRINITY_DN104660_c0_g1_i1
OG-1217,Tsi_TRINITY_DN59622_c0_g1_i1,Tge_TRINITY_DN78684_c0_g1_i1,Tpa_TRINITY_DN122684_c0_g1_i1,Tms_TRINITY_DN32268_c0_g1_i1,Tdi_TRINITY_DN9637_c0_g1_i1,Tps_TRINITY_DN79029_c0_g1_i1,Tcm_TRINITY_DN88211_c0_g1_i1,Tte_TRINITY_DN10813_c0_g1_i1,Tbi_TRINITY_DN62606_c3_g1_i3,Tce_TRINITY_DN88650_c0_g1_i1
OG-1218,Tsi_TRINITY_DN28485_c0_g1_i1,Tge_TRINITY_DN41753_c0_g1_i1,Tpa_TRINITY_DN131191_c0_g1_i1,Tms_TRINITY_DN12863_c0_g1_i1,Tdi_TRINITY_DN30693_c2_g1_i1,Tps_TRINITY_DN93088_c2_g1_i1,Tcm_TRINITY_DN74310_c0_g1_i1,Tte_TRINITY_DN25929_c0_g1_i4,Tbi_TRINITY_DN72054_c0_g7_i1,Tce_TRINITY_DN93549_c0_g1_i1
OG-1219,Tsi_TRINITY_DN24031_c0_g3_i1,Tge_TRINITY_DN43507_c1_g1_i2,Tpa_TRINITY_DN124224_c6_g1_i3,Tms_TRINITY_DN28262_c0_g3_i5,Tdi_TRINITY_DN23001_c0_g1_i1,Tps_TRINITY_DN89748_c0_g8_i1,Tcm_TRINITY_DN102054_c0_g1_i4,Tte_TRINITY_DN20955_c0_g1_i1,Tbi_TRINITY_DN72313_c1_g3_i3,Tce_TRINITY_DN95279_c0_g1_i4
OG-122,Tsi_TRINITY_DN27610_c0_g1_i1,Tge_TRINITY_DN43777_c1_g1_i1,Tpa_TRINITY_DN143154_c11_g1_i1,Tms_TRINITY_DN23645_c0_g2_i1,Tdi_TRINITY_DN31562_c0_g1_i1,Tps_TRINITY_DN94939_c0_g1_i1,Tcm_TRINITY_DN91010_c1_g2_i1,Tte_TRINITY_DN12240_c0_g2_i1,Tbi_TRINITY_DN56192_c0_g1_i3,Tce_TRINITY_DN104244_c0_g1_i1
OG-1220,Tsi_TRINITY_DN32058_c1_g4_i1,Tge_TRINITY_DN43640_c0_g1_i1,Tpa_TRINITY_DN130309_c0_g1_i1,Tms_TRINITY_DN49657_c0_g1_i1,Tdi_TRINITY_DN27720_c0_g1_i1,Tps_TRINITY_DN85584_c0_g1_i1,Tcm_TRINITY_DN103230_c0_g1_i4,Tte_TRINITY_DN28843_c5_g10_i2,Tbi_TRINITY_DN70612_c0_g2_i1,Tce_TRINITY_DN105895_c4_g3_i1
OG-1221,Tsi_TRINITY_DN12667_c0_g2_i1,Tge_TRINITY_DN19291_c0_g1_i1,Tpa_TRINITY_DN129524_c0_g1_i1,Tms_TRINITY_DN75105_c0_g1_i1,Tdi_TRINITY_DN54178_c0_g1_i1,Tps_TRINITY_DN82017_c0_g1_i2,Tcm_TRINITY_DN96488_c1_g1_i1,Tte_TRINITY_DN29482_c10_g4_i2,Tbi_TRINITY_DN65657_c8_g2_i1,Tce_TRINITY_DN94149_c0_g3_i2
OG-1222,Tsi_TRINITY_DN52961_c0_g1_i1,Tge_TRINITY_DN46292_c0_g1_i1,Tpa_TRINITY_DN142811_c0_g1_i2,Tms_TRINITY_DN26526_c0_g1_i1,Tdi_TRINITY_DN7838_c0_g1_i1,Tps_TRINITY_DN92746_c0_g1_i1,Tcm_TRINITY_DN107024_c0_g2_i1,Tte_TRINITY_DN63936_c0_g1_i1,Tbi_TRINITY_DN68117_c0_g1_i1,Tce_TRINITY_DN107068_c0_g1_i3
OG-1223,Tsi_TRINITY_DN60848_c0_g1_i1,Tge_TRINITY_DN45159_c0_g1_i1,Tpa_TRINITY_DN131826_c0_g1_i1,Tms_TRINITY_DN33837_c0_g1_i1,Tdi_TRINITY_DN60113_c0_g1_i1,Tps_TRINITY_DN76160_c1_g1_i1,Tcm_TRINITY_DN101317_c0_g1_i2,Tte_TRINITY_DN64488_c0_g1_i1,Tbi_TRINITY_DN52310_c0_g1_i1,Tce_TRINITY_DN98622_c1_g1_i1
OG-1224,Tsi_TRINITY_DN28475_c0_g1_i3,Tge_TRINITY_DN45131_c0_g3_i4,Tpa_TRINITY_DN133227_c1_g1_i1,Tms_TRINITY_DN5621_c0_g1_i1,Tdi_TRINITY_DN12310_c0_g1_i2,Tps_TRINITY_DN31515_c0_g1_i1,Tcm_TRINITY_DN100591_c0_g1_i2,Tte_TRINITY_DN16576_c0_g1_i1,Tbi_TRINITY_DN54731_c0_g1_i1,Tce_TRINITY_DN81644_c0_g1_i1
OG-1225,Tsi_TRINITY_DN29274_c0_g1_i2,Tge_TRINITY_DN39370_c0_g1_i4,Tpa_TRINITY_DN143318_c0_g1_i1,Tms_TRINITY_DN31575_c11_g1_i2,Tdi_TRINITY_DN32262_c0_g2_i3,Tps_TRINITY_DN95057_c3_g1_i1,Tcm_TRINITY_DN94908_c0_g1_i1,Tte_TRINITY_DN29315_c6_g1_i2,Tbi_TRINITY_DN57022_c0_g1_i2,Tce_TRINITY_DN107756_c2_g2_i8
OG-1226,Tsi_TRINITY_DN46063_c0_g1_i1,Tge_TRINITY_DN43322_c1_g1_i1,Tpa_TRINITY_DN142358_c0_g4_i1,Tms_TRINITY_DN31583_c6_g1_i2,Tdi_TRINITY_DN31153_c8_g2_i1,Tps_TRINITY_DN94814_c0_g2_i1,Tcm_TRINITY_DN97857_c0_g1_i1,Tte_TRINITY_DN18083_c0_g1_i1,Tbi_TRINITY_DN67732_c2_g1_i1,Tce_TRINITY_DN104431_c1_g1_i3
OG-1227,Tsi_TRINITY_DN67061_c0_g1_i1,Tge_TRINITY_DN12951_c0_g1_i1,Tpa_TRINITY_DN124282_c0_g1_i1,Tms_TRINITY_DN55425_c0_g1_i1,Tdi_TRINITY_DN29393_c0_g1_i1,Tps_TRINITY_DN65013_c0_g1_i1,Tcm_TRINITY_DN3994_c0_g2_i1,Tte_TRINITY_DN18484_c0_g2_i1,Tbi_TRINITY_DN72531_c0_g1_i1,Tce_TRINITY_DN100266_c2_g1_i1
OG-1228,Tsi_TRINITY_DN31511_c0_g1_i1,Tge_TRINITY_DN39927_c0_g1_i1,Tpa_TRINITY_DN139612_c0_g6_i1,Tms_TRINITY_DN30334_c0_g1_i1,Tdi_TRINITY_DN19801_c0_g1_i1,Tps_TRINITY_DN79702_c0_g1_i1,Tcm_TRINITY_DN106645_c0_g1_i1,Tte_TRINITY_DN73127_c0_g1_i1,Tbi_TRINITY_DN67279_c0_g1_i1,Tce_TRINITY_DN101744_c0_g1_i2
OG-1229,Tsi_TRINITY_DN40113_c0_g1_i1,Tge_TRINITY_DN30525_c0_g2_i1,Tpa_TRINITY_DN142652_c0_g1_i1,Tms_TRINITY_DN4832_c0_g1_i1,Tdi_TRINITY_DN7320_c0_g1_i1,Tps_TRINITY_DN95603_c0_g2_i3,Tcm_TRINITY_DN107092_c0_g1_i1,Tte_TRINITY_DN31615_c0_g1_i1,Tbi_TRINITY_DN67010_c0_g1_i1,Tce_TRINITY_DN107020_c0_g1_i1
OG-123,Tsi_TRINITY_DN27044_c0_g1_i1,Tge_TRINITY_DN45570_c0_g1_i2,Tpa_TRINITY_DN138885_c0_g1_i1,Tms_TRINITY_DN24563_c0_g2_i2,Tdi_TRINITY_DN31709_c0_g1_i1,Tps_TRINITY_DN88131_c0_g1_i2,Tcm_TRINITY_DN102096_c0_g1_i3,Tte_TRINITY_DN18858_c0_g2_i1,Tbi_TRINITY_DN70372_c0_g1_i4,Tce_TRINITY_DN87407_c0_g1_i1
OG-1230,Tsi_TRINITY_DN29208_c0_g1_i1,Tge_TRINITY_DN46352_c1_g2_i1,Tpa_TRINITY_DN135841_c5_g9_i2,Tms_TRINITY_DN30100_c0_g1_i2,Tdi_TRINITY_DN30705_c1_g1_i2,Tps_TRINITY_DN81789_c1_g1_i2,Tcm_TRINITY_DN98094_c2_g1_i1,Tte_TRINITY_DN27959_c0_g1_i1,Tbi_TRINITY_DN72037_c13_g1_i1,Tce_TRINITY_DN99461_c0_g1_i1
OG-1231,Tsi_TRINITY_DN31776_c4_g1_i1,Tge_TRINITY_DN45651_c2_g1_i1,Tpa_TRINITY_DN128551_c0_g1_i2,Tms_TRINITY_DN29166_c2_g2_i2,Tdi_TRINITY_DN31280_c4_g1_i1,Tps_TRINITY_DN93063_c1_g1_i2,Tcm_TRINITY_DN91885_c1_g1_i2,Tte_TRINITY_DN15885_c0_g1_i1,Tbi_TRINITY_DN33136_c0_g1_i1,Tce_TRINITY_DN92508_c0_g1_i1
OG-1232,Tsi_TRINITY_DN9544_c0_g1_i1,Tge_TRINITY_DN41903_c0_g2_i3,Tpa_TRINITY_DN133993_c0_g1_i1,Tms_TRINITY_DN31384_c3_g2_i1,Tdi_TRINITY_DN31231_c0_g1_i1,Tps_TRINITY_DN92500_c1_g1_i2,Tcm_TRINITY_DN104783_c0_g2_i1,Tte_TRINITY_DN26059_c0_g1_i1,Tbi_TRINITY_DN67382_c1_g1_i1,Tce_TRINITY_DN102010_c2_g1_i1
OG-1233,Tsi_TRINITY_DN52819_c0_g1_i1,Tge_TRINITY_DN41961_c0_g1_i1,Tpa_TRINITY_DN114285_c0_g1_i1,Tms_TRINITY_DN27099_c0_g1_i1,Tdi_TRINITY_DN59024_c0_g1_i1,Tps_TRINITY_DN57084_c0_g1_i1,Tcm_TRINITY_DN57505_c0_g1_i1,Tte_TRINITY_DN200_c0_g1_i1,Tbi_TRINITY_DN38526_c0_g1_i1,Tce_TRINITY_DN94369_c0_g1_i1
OG-1234,Tsi_TRINITY_DN18046_c0_g1_i1,Tge_TRINITY_DN43601_c0_g1_i1,Tpa_TRINITY_DN126404_c0_g1_i1,Tms_TRINITY_DN28056_c0_g1_i1,Tdi_TRINITY_DN28973_c0_g1_i1,Tps_TRINITY_DN86735_c0_g1_i1,Tcm_TRINITY_DN99739_c0_g1_i1,Tte_TRINITY_DN29660_c9_g13_i1,Tbi_TRINITY_DN62403_c0_g1_i1,Tce_TRINITY_DN85054_c0_g1_i1
OG-1235,Tsi_TRINITY_DN45798_c0_g1_i1,Tge_TRINITY_DN34352_c0_g1_i1,Tpa_TRINITY_DN124630_c0_g1_i1,Tms_TRINITY_DN21521_c0_g2_i1,Tdi_TRINITY_DN31766_c1_g1_i2,Tps_TRINITY_DN77987_c0_g1_i3,Tcm_TRINITY_DN21128_c0_g1_i1,Tte_TRINITY_DN41075_c0_g1_i1,Tbi_TRINITY_DN49165_c0_g1_i1,Tce_TRINITY_DN43916_c0_g1_i1
OG-1236,Tsi_TRINITY_DN20215_c0_g1_i1,Tge_TRINITY_DN40584_c1_g1_i2,Tpa_TRINITY_DN130948_c0_g1_i3,Tms_TRINITY_DN21776_c0_g1_i1,Tdi_TRINITY_DN9545_c0_g2_i1,Tps_TRINITY_DN82070_c0_g1_i1,Tcm_TRINITY_DN87327_c0_g1_i2,Tte_TRINITY_DN18465_c0_g1_i1,Tbi_TRINITY_DN60867_c0_g1_i1,Tce_TRINITY_DN97646_c0_g1_i1
OG-1237,Tsi_TRINITY_DN25508_c0_g1_i1,Tge_TRINITY_DN43423_c0_g1_i2,Tpa_TRINITY_DN130627_c12_g3_i7,Tms_TRINITY_DN31758_c0_g7_i1,Tdi_TRINITY_DN21402_c0_g1_i1,Tps_TRINITY_DN88374_c0_g3_i1,Tcm_TRINITY_DN95183_c0_g1_i1,Tte_TRINITY_DN28007_c0_g2_i2,Tbi_TRINITY_DN72233_c8_g1_i5,Tce_TRINITY_DN101614_c0_g1_i3
OG-1238,Tsi_TRINITY_DN39597_c0_g1_i1,Tge_TRINITY_DN1936_c0_g1_i1,Tpa_TRINITY_DN106180_c0_g1_i1,Tms_TRINITY_DN24373_c0_g1_i1,Tdi_TRINITY_DN30165_c0_g1_i1,Tps_TRINITY_DN81013_c0_g1_i1,Tcm_TRINITY_DN96711_c0_g1_i1,Tte_TRINITY_DN24886_c0_g1_i1,Tbi_TRINITY_DN47491_c0_g2_i2,Tce_TRINITY_DN103282_c1_g2_i2
OG-1239,Tsi_TRINITY_DN3508_c0_g1_i1,Tge_TRINITY_DN36657_c0_g1_i1,Tpa_TRINITY_DN126052_c0_g1_i1,Tms_TRINITY_DN9044_c0_g1_i1,Tdi_TRINITY_DN12566_c0_g1_i1,Tps_TRINITY_DN91047_c0_g1_i2,Tcm_TRINITY_DN59508_c0_g1_i1,Tte_TRINITY_DN23372_c0_g1_i1,Tbi_TRINITY_DN57953_c0_g1_i1,Tce_TRINITY_DN11634_c0_g1_i1
OG-124,Tsi_TRINITY_DN13127_c0_g1_i1,Tge_TRINITY_DN22686_c0_g1_i1,Tpa_TRINITY_DN139406_c0_g4_i1,Tms_TRINITY_DN29823_c10_g3_i2,Tdi_TRINITY_DN85_c0_g1_i1,Tps_TRINITY_DN92629_c0_g1_i1,Tcm_TRINITY_DN105179_c0_g1_i1,Tte_TRINITY_DN16726_c0_g2_i2,Tbi_TRINITY_DN70838_c0_g1_i1,Tce_TRINITY_DN104596_c0_g1_i1
OG-1240,Tsi_TRINITY_DN24513_c1_g1_i1,Tge_TRINITY_DN42200_c0_g2_i1,Tpa_TRINITY_DN135154_c0_g1_i2,Tms_TRINITY_DN31630_c9_g6_i2,Tdi_TRINITY_DN30443_c1_g1_i1,Tps_TRINITY_DN91887_c3_g2_i1,Tcm_TRINITY_DN98382_c2_g1_i1,Tte_TRINITY_DN74059_c0_g1_i1,Tbi_TRINITY_DN72066_c2_g2_i1,Tce_TRINITY_DN104648_c0_g2_i2
OG-1241,Tsi_TRINITY_DN29954_c0_g3_i1,Tge_TRINITY_DN41600_c0_g1_i1,Tpa_TRINITY_DN67401_c0_g1_i1,Tms_TRINITY_DN10017_c0_g1_i1,Tdi_TRINITY_DN20486_c0_g1_i1,Tps_TRINITY_DN74930_c0_g1_i3,Tcm_TRINITY_DN101019_c3_g1_i3,Tte_TRINITY_DN774_c0_g1_i1,Tbi_TRINITY_DN5113_c0_g1_i1,Tce_TRINITY_DN133304_c0_g1_i1
OG-1242,Tsi_TRINITY_DN26387_c0_g2_i2,Tge_TRINITY_DN47741_c10_g4_i2,Tpa_TRINITY_DN141790_c1_g5_i1,Tms_TRINITY_DN30895_c0_g1_i2,Tdi_TRINITY_DN9217_c0_g1_i1,Tps_TRINITY_DN86596_c0_g1_i1,Tcm_TRINITY_DN103766_c0_g8_i3,Tte_TRINITY_DN26021_c0_g1_i1,Tbi_TRINITY_DN67383_c1_g2_i3,Tce_TRINITY_DN104500_c6_g1_i2
OG-1243,Tsi_TRINITY_DN29191_c2_g1_i2,Tge_TRINITY_DN47915_c7_g8_i3,Tpa_TRINITY_DN142815_c3_g1_i3,Tms_TRINITY_DN31563_c6_g4_i2,Tdi_TRINITY_DN26118_c0_g2_i2,Tps_TRINITY_DN84657_c0_g1_i1,Tcm_TRINITY_DN107434_c1_g1_i2,Tte_TRINITY_DN28919_c6_g2_i1,Tbi_TRINITY_DN72036_c7_g4_i8,Tce_TRINITY_DN103462_c3_g1_i1
OG-1244,Tsi_TRINITY_DN3969_c0_g2_i1,Tge_TRINITY_DN44147_c0_g1_i1,Tpa_TRINITY_DN134663_c0_g3_i1,Tms_TRINITY_DN1331_c0_g1_i1,Tdi_TRINITY_DN59389_c0_g1_i1,Tps_TRINITY_DN79822_c0_g1_i1,Tcm_TRINITY_DN103129_c0_g1_i1,Tte_TRINITY_DN22336_c0_g5_i1,Tbi_TRINITY_DN63271_c0_g1_i1,Tce_TRINITY_DN95569_c0_g1_i1
OG-1245,Tsi_TRINITY_DN14300_c0_g1_i1,Tge_TRINITY_DN45676_c4_g4_i1,Tpa_TRINITY_DN139515_c2_g3_i1,Tms_TRINITY_DN27808_c0_g1_i1,Tdi_TRINITY_DN26887_c0_g1_i3,Tps_TRINITY_DN90844_c2_g1_i4,Tcm_TRINITY_DN99939_c0_g1_i1,Tte_TRINITY_DN25386_c0_g1_i1,Tbi_TRINITY_DN67268_c0_g1_i1,Tce_TRINITY_DN103141_c0_g3_i2
OG-1246,Tsi_TRINITY_DN26425_c0_g1_i1,Tge_TRINITY_DN44262_c0_g1_i6,Tpa_TRINITY_DN132202_c2_g6_i5,Tms_TRINITY_DN31200_c1_g2_i6,Tdi_TRINITY_DN5761_c0_g1_i1,Tps_TRINITY_DN89990_c0_g1_i2,Tcm_TRINITY_DN102745_c1_g1_i1,Tte_TRINITY_DN23633_c0_g2_i1,Tbi_TRINITY_DN69329_c1_g1_i7,Tce_TRINITY_DN107015_c1_g9_i1
OG-1247,Tsi_TRINITY_DN12448_c0_g1_i1,Tge_TRINITY_DN36862_c0_g1_i1,Tpa_TRINITY_DN134557_c0_g3_i2,Tms_TRINITY_DN14468_c0_g1_i1,Tdi_TRINITY_DN2672_c0_g2_i1,Tps_TRINITY_DN86612_c0_g1_i2,Tcm_TRINITY_DN102229_c0_g2_i1,Tte_TRINITY_DN11468_c0_g1_i1,Tbi_TRINITY_DN53991_c0_g1_i2,Tce_TRINITY_DN98457_c0_g1_i2
OG-1248,Tsi_TRINITY_DN32044_c9_g5_i1,Tge_TRINITY_DN47782_c1_g1_i2,Tpa_TRINITY_DN139453_c0_g1_i3,Tms_TRINITY_DN31750_c8_g2_i4,Tdi_TRINITY_DN22684_c0_g1_i2,Tps_TRINITY_DN89964_c0_g1_i3,Tcm_TRINITY_DN101787_c0_g1_i1,Tte_TRINITY_DN6814_c0_g2_i1,Tbi_TRINITY_DN51644_c0_g1_i1,Tce_TRINITY_DN104324_c0_g1_i3
OG-1249,Tsi_TRINITY_DN23889_c0_g1_i1,Tge_TRINITY_DN2501_c0_g2_i1,Tpa_TRINITY_DN108632_c0_g1_i1,Tms_TRINITY_DN24670_c0_g1_i1,Tdi_TRINITY_DN1181_c0_g1_i1,Tps_TRINITY_DN41641_c0_g1_i1,Tcm_TRINITY_DN70493_c0_g1_i1,Tte_TRINITY_DN23430_c0_g2_i1,Tbi_TRINITY_DN6035_c0_g1_i1,Tce_TRINITY_DN90637_c0_g1_i1
OG-125,Tsi_TRINITY_DN31529_c0_g1_i1,Tge_TRINITY_DN44729_c0_g1_i2,Tpa_TRINITY_DN141844_c0_g9_i2,Tms_TRINITY_DN25458_c0_g1_i3,Tdi_TRINITY_DN31078_c0_g1_i2,Tps_TRINITY_DN89769_c0_g1_i2,Tcm_TRINITY_DN103206_c0_g1_i1,Tte_TRINITY_DN9814_c0_g1_i1,Tbi_TRINITY_DN70616_c0_g2_i1,Tce_TRINITY_DN105965_c0_g1_i1
OG-1250,Tsi_TRINITY_DN30981_c1_g1_i11,Tge_TRINITY_DN27477_c0_g1_i1,Tpa_TRINITY_DN142662_c0_g1_i1,Tms_TRINITY_DN65062_c0_g1_i1,Tdi_TRINITY_DN31939_c0_g1_i1,Tps_TRINITY_DN94172_c7_g1_i1,Tcm_TRINITY_DN70245_c0_g2_i1,Tte_TRINITY_DN2668_c0_g1_i1,Tbi_TRINITY_DN72110_c5_g1_i1,Tce_TRINITY_DN91222_c0_g1_i1
OG-1251,Tsi_TRINITY_DN21742_c0_g1_i1,Tge_TRINITY_DN30872_c0_g1_i1,Tpa_TRINITY_DN138513_c0_g1_i4,Tms_TRINITY_DN47982_c0_g1_i1,Tdi_TRINITY_DN30114_c0_g1_i2,Tps_TRINITY_DN84017_c0_g1_i3,Tcm_TRINITY_DN97308_c0_g1_i2,Tte_TRINITY_DN3922_c0_g1_i1,Tbi_TRINITY_DN68905_c0_g1_i1,Tce_TRINITY_DN76411_c0_g1_i1
OG-1252,Tsi_TRINITY_DN39234_c0_g1_i1,Tge_TRINITY_DN27919_c0_g2_i1,Tpa_TRINITY_DN126613_c0_g3_i1,Tms_TRINITY_DN7638_c0_g2_i1,Tdi_TRINITY_DN32973_c0_g1_i1,Tps_TRINITY_DN89218_c0_g1_i2,Tcm_TRINITY_DN58206_c0_g1_i1,Tte_TRINITY_DN16936_c0_g2_i1,Tbi_TRINITY_DN55590_c0_g1_i1,Tce_TRINITY_DN69915_c0_g1_i1
OG-1253,Tsi_TRINITY_DN46918_c0_g1_i1,Tge_TRINITY_DN32756_c0_g1_i1,Tpa_TRINITY_DN125486_c0_g1_i1,Tms_TRINITY_DN17731_c0_g1_i1,Tdi_TRINITY_DN35102_c0_g1_i1,Tps_TRINITY_DN84452_c0_g1_i1,Tcm_TRINITY_DN96471_c0_g1_i1,Tte_TRINITY_DN8828_c0_g1_i1,Tbi_TRINITY_DN60579_c0_g1_i1,Tce_TRINITY_DN92900_c0_g1_i1
OG-1254,Tsi_TRINITY_DN47104_c0_g1_i1,Tge_TRINITY_DN48031_c11_g8_i3,Tpa_TRINITY_DN129987_c0_g1_i3,Tms_TRINITY_DN6272_c0_g1_i1,Tdi_TRINITY_DN3813_c0_g1_i1,Tps_TRINITY_DN83850_c0_g1_i3,Tcm_TRINITY_DN95286_c1_g1_i1,Tte_TRINITY_DN22567_c0_g1_i1,Tbi_TRINITY_DN49315_c0_g1_i1,Tce_TRINITY_DN98573_c0_g1_i2
OG-1255,Tsi_TRINITY_DN29080_c0_g1_i2,Tge_TRINITY_DN45131_c0_g2_i1,Tpa_TRINITY_DN134073_c1_g4_i2,Tms_TRINITY_DN27499_c0_g1_i1,Tdi_TRINITY_DN30723_c0_g1_i1,Tps_TRINITY_DN89332_c0_g2_i4,Tcm_TRINITY_DN88059_c0_g1_i1,Tte_TRINITY_DN29132_c5_g1_i2,Tbi_TRINITY_DN42133_c0_g1_i1,Tce_TRINITY_DN99715_c0_g1_i1
OG-1256,Tsi_TRINITY_DN45875_c0_g1_i1,Tge_TRINITY_DN40309_c0_g1_i1,Tpa_TRINITY_DN131346_c3_g6_i2,Tms_TRINITY_DN380_c0_g2_i1,Tdi_TRINITY_DN59843_c0_g1_i1,Tps_TRINITY_DN95518_c0_g2_i3,Tcm_TRINITY_DN104024_c0_g1_i1,Tte_TRINITY_DN19984_c0_g1_i2,Tbi_TRINITY_DN63254_c0_g1_i1,Tce_TRINITY_DN101581_c1_g1_i1
OG-1257,Tsi_TRINITY_DN31908_c0_g2_i1,Tge_TRINITY_DN38818_c0_g1_i3,Tpa_TRINITY_DN136360_c0_g1_i1,Tms_TRINITY_DN30896_c0_g1_i5,Tdi_TRINITY_DN31091_c0_g1_i4,Tps_TRINITY_DN93985_c1_g1_i6,Tcm_TRINITY_DN106911_c0_g1_i2,Tte_TRINITY_DN29841_c13_g2_i2,Tbi_TRINITY_DN72235_c4_g1_i6,Tce_TRINITY_DN106212_c3_g1_i5
OG-1258,Tsi_TRINITY_DN27597_c0_g2_i1,Tge_TRINITY_DN32299_c1_g1_i2,Tpa_TRINITY_DN129770_c0_g1_i1,Tms_TRINITY_DN24976_c1_g3_i1,Tdi_TRINITY_DN30551_c3_g2_i1,Tps_TRINITY_DN92361_c1_g3_i2,Tcm_TRINITY_DN100327_c0_g1_i3,Tte_TRINITY_DN21291_c0_g1_i1,Tbi_TRINITY_DN68977_c0_g1_i1,Tce_TRINITY_DN91448_c0_g1_i1
OG-1259,Tsi_TRINITY_DN29289_c0_g1_i2,Tge_TRINITY_DN32836_c0_g1_i1,Tpa_TRINITY_DN136028_c0_g3_i2,Tms_TRINITY_DN72884_c0_g1_i1,Tdi_TRINITY_DN15408_c0_g1_i1,Tps_TRINITY_DN80585_c0_g1_i1,Tcm_TRINITY_DN100074_c0_g3_i1,Tte_TRINITY_DN64660_c0_g1_i1,Tbi_TRINITY_DN50281_c0_g1_i1,Tce_TRINITY_DN102693_c1_g1_i3
OG-126,Tsi_TRINITY_DN8784_c0_g1_i1,Tge_TRINITY_DN47269_c0_g1_i6,Tpa_TRINITY_DN142590_c1_g8_i2,Tms_TRINITY_DN26504_c0_g1_i5,Tdi_TRINITY_DN24781_c0_g1_i1,Tps_TRINITY_DN95304_c0_g1_i4,Tcm_TRINITY_DN106861_c0_g1_i3,Tte_TRINITY_DN25722_c0_g1_i2,Tbi_TRINITY_DN72061_c0_g2_i4,Tce_TRINITY_DN96996_c0_g1_i1
OG-1260,Tsi_TRINITY_DN21069_c0_g1_i1,Tge_TRINITY_DN27642_c0_g1_i2,Tpa_TRINITY_DN134830_c0_g2_i1,Tms_TRINITY_DN30458_c0_g1_i2,Tdi_TRINITY_DN31826_c11_g13_i3,Tps_TRINITY_DN92105_c1_g1_i3,Tcm_TRINITY_DN98705_c0_g1_i2,Tte_TRINITY_DN17112_c0_g1_i1,Tbi_TRINITY_DN67882_c1_g1_i2,Tce_TRINITY_DN105618_c1_g2_i4
