Match_col,Tps,Tdi
RBBH-12417,Tps_TRINITY_DN93391_c0_g1_i1,Tdi_TRINITY_DN32330_c6_g1_i1
RBBH-12418,Tps_TRINITY_DN95163_c1_g2_i7,Tdi_TRINITY_DN27445_c0_g1_i1
RBBH-1242,Tps_TRINITY_DN66843_c0_g1_i2,Tdi_TRINITY_DN16022_c0_g1_i1
RBBH-12420,Tps_TRINITY_DN85921_c1_g2_i1,Tdi_TRINITY_DN67843_c0_g1_i1
RBBH-12421,Tps_TRINITY_DN30834_c0_g1_i1,Tdi_TRINITY_DN24999_c0_g2_i1
RBBH-12423,Tps_TRINITY_DN95062_c2_g1_i2,Tdi_TRINITY_DN3751_c0_g2_i1
RBBH-12425,Tps_TRINITY_DN93356_c4_g1_i1,Tdi_TRINITY_DN31235_c0_g1_i1
RBBH-12426,Tps_TRINITY_DN66989_c0_g1_i1,Tdi_TRINITY_DN17357_c0_g2_i1
RBBH-12427,Tps_TRINITY_DN86594_c0_g1_i1,Tdi_TRINITY_DN45098_c0_g1_i1
RBBH-12428,Tps_TRINITY_DN88564_c0_g1_i1,Tdi_TRINITY_DN30536_c0_g1_i1
RBBH-12429,Tps_TRINITY_DN96319_c0_g1_i1,Tdi_TRINITY_DN49119_c0_g1_i1
RBBH-12430,Tps_TRINITY_DN57412_c0_g1_i1,Tdi_TRINITY_DN2459_c0_g1_i1
RBBH-12431,Tps_TRINITY_DN121205_c0_g1_i1,Tdi_TRINITY_DN31932_c3_g8_i1
RBBH-12432,Tps_TRINITY_DN63225_c0_g1_i1,Tdi_TRINITY_DN462_c0_g1_i1
RBBH-12433,Tps_TRINITY_DN87660_c0_g1_i2,Tdi_TRINITY_DN9594_c0_g2_i1
RBBH-12434,Tps_TRINITY_DN74100_c1_g1_i1,Tdi_TRINITY_DN21611_c2_g1_i1
RBBH-12435,Tps_TRINITY_DN87300_c0_g3_i3,Tdi_TRINITY_DN15536_c0_g1_i1
RBBH-12436,Tps_TRINITY_DN52234_c0_g1_i1,Tdi_TRINITY_DN2152_c0_g1_i1
RBBH-12437,Tps_TRINITY_DN48179_c0_g1_i1,Tdi_TRINITY_DN31688_c7_g1_i1
RBBH-12438,Tps_TRINITY_DN60893_c0_g2_i1,Tdi_TRINITY_DN50421_c0_g1_i1
RBBH-12439,Tps_TRINITY_DN84179_c0_g1_i1,Tdi_TRINITY_DN18668_c0_g1_i1
RBBH-1244,Tps_TRINITY_DN82162_c0_g1_i1,Tdi_TRINITY_DN17979_c0_g1_i1
RBBH-12440,Tps_TRINITY_DN91052_c0_g1_i1,Tdi_TRINITY_DN4730_c0_g1_i1
RBBH-12441,Tps_TRINITY_DN90332_c0_g1_i1,Tdi_TRINITY_DN60068_c0_g1_i1
RBBH-12442,Tps_TRINITY_DN95290_c0_g1_i2,Tdi_TRINITY_DN23824_c0_g1_i1
RBBH-12444,Tps_TRINITY_DN87510_c0_g1_i1,Tdi_TRINITY_DN14283_c0_g1_i1
RBBH-12445,Tps_TRINITY_DN92748_c2_g1_i3,Tdi_TRINITY_DN5309_c0_g2_i1
RBBH-12446,Tps_TRINITY_DN93191_c2_g1_i1,Tdi_TRINITY_DN31839_c6_g12_i2
RBBH-12447,Tps_TRINITY_DN92014_c0_g1_i2,Tdi_TRINITY_DN45330_c0_g1_i1
RBBH-12448,Tps_TRINITY_DN63935_c1_g3_i1,Tdi_TRINITY_DN57331_c0_g1_i1
RBBH-12449,Tps_TRINITY_DN92215_c0_g1_i2,Tdi_TRINITY_DN31240_c4_g1_i6
RBBH-1245,Tps_TRINITY_DN95372_c2_g1_i4,Tdi_TRINITY_DN27388_c0_g1_i1
RBBH-12450,Tps_TRINITY_DN92596_c0_g1_i3,Tdi_TRINITY_DN13753_c0_g1_i1
RBBH-12451,Tps_TRINITY_DN90250_c0_g1_i1,Tdi_TRINITY_DN34641_c0_g1_i1
RBBH-12452,Tps_TRINITY_DN92460_c2_g2_i3,Tdi_TRINITY_DN32123_c1_g3_i10
RBBH-12453,Tps_TRINITY_DN87112_c0_g1_i1,Tdi_TRINITY_DN12615_c0_g2_i1
RBBH-12454,Tps_TRINITY_DN92140_c6_g1_i1,Tdi_TRINITY_DN14834_c0_g2_i1
RBBH-12455,Tps_TRINITY_DN88948_c0_g1_i1,Tdi_TRINITY_DN15031_c0_g1_i1
RBBH-12456,Tps_TRINITY_DN82234_c0_g1_i1,Tdi_TRINITY_DN17754_c0_g1_i1
RBBH-12457,Tps_TRINITY_DN43398_c0_g1_i1,Tdi_TRINITY_DN48088_c0_g1_i1
RBBH-12458,Tps_TRINITY_DN93337_c5_g8_i1,Tdi_TRINITY_DN32118_c2_g7_i1
RBBH-12459,Tps_TRINITY_DN100048_c0_g1_i1,Tdi_TRINITY_DN8456_c0_g1_i1
RBBH-1246,Tps_TRINITY_DN94168_c2_g2_i8,Tdi_TRINITY_DN31867_c0_g6_i6
RBBH-12460,Tps_TRINITY_DN75006_c0_g1_i1,Tdi_TRINITY_DN41488_c0_g1_i1
RBBH-12461,Tps_TRINITY_DN94555_c2_g1_i1,Tdi_TRINITY_DN31503_c1_g1_i1
RBBH-12462,Tps_TRINITY_DN93941_c1_g2_i3,Tdi_TRINITY_DN29140_c1_g2_i1
RBBH-12463,Tps_TRINITY_DN88183_c0_g1_i2,Tdi_TRINITY_DN31323_c0_g1_i1
RBBH-12464,Tps_TRINITY_DN36598_c0_g2_i1,Tdi_TRINITY_DN19391_c0_g1_i1
RBBH-12465,Tps_TRINITY_DN82951_c0_g1_i1,Tdi_TRINITY_DN4822_c0_g1_i1
RBBH-12466,Tps_TRINITY_DN8343_c0_g1_i1,Tdi_TRINITY_DN3861_c0_g1_i1
RBBH-12467,Tps_TRINITY_DN93577_c1_g2_i1,Tdi_TRINITY_DN26929_c0_g1_i1
RBBH-12468,Tps_TRINITY_DN95048_c7_g3_i1,Tdi_TRINITY_DN29917_c1_g4_i1
RBBH-12469,Tps_TRINITY_DN90813_c0_g1_i1,Tdi_TRINITY_DN2526_c0_g1_i1
RBBH-12470,Tps_TRINITY_DN88253_c1_g1_i1,Tdi_TRINITY_DN28235_c1_g2_i1
RBBH-12471,Tps_TRINITY_DN72924_c1_g1_i1,Tdi_TRINITY_DN57327_c0_g1_i1
RBBH-12472,Tps_TRINITY_DN95760_c6_g3_i3,Tdi_TRINITY_DN18203_c0_g1_i1
RBBH-12474,Tps_TRINITY_DN79415_c0_g1_i1,Tdi_TRINITY_DN27744_c0_g1_i5
RBBH-12475,Tps_TRINITY_DN93160_c0_g2_i2,Tdi_TRINITY_DN30010_c0_g2_i3
RBBH-12477,Tps_TRINITY_DN84066_c0_g1_i1,Tdi_TRINITY_DN17760_c0_g2_i1
RBBH-12478,Tps_TRINITY_DN93009_c0_g2_i2,Tdi_TRINITY_DN19727_c0_g1_i1
RBBH-12479,Tps_TRINITY_DN89059_c0_g1_i7,Tdi_TRINITY_DN27078_c0_g1_i1
RBBH-1248,Tps_TRINITY_DN83952_c0_g1_i1,Tdi_TRINITY_DN31999_c1_g4_i2
RBBH-12480,Tps_TRINITY_DN92819_c1_g1_i2,Tdi_TRINITY_DN20053_c0_g1_i1
RBBH-12481,Tps_TRINITY_DN88547_c11_g2_i1,Tdi_TRINITY_DN31730_c5_g36_i1
RBBH-12482,Tps_TRINITY_DN86515_c0_g1_i1,Tdi_TRINITY_DN26260_c0_g1_i1
RBBH-12483,Tps_TRINITY_DN92885_c0_g2_i2,Tdi_TRINITY_DN59860_c0_g1_i1
RBBH-12484,Tps_TRINITY_DN91924_c0_g1_i1,Tdi_TRINITY_DN23691_c0_g1_i1
RBBH-12485,Tps_TRINITY_DN94238_c3_g5_i2,Tdi_TRINITY_DN32039_c0_g1_i1
RBBH-12486,Tps_TRINITY_DN8558_c0_g1_i1,Tdi_TRINITY_DN1254_c0_g2_i1
RBBH-12487,Tps_TRINITY_DN79450_c0_g3_i1,Tdi_TRINITY_DN19559_c0_g2_i1
RBBH-12488,Tps_TRINITY_DN61349_c0_g1_i3,Tdi_TRINITY_DN10856_c0_g1_i1
RBBH-12489,Tps_TRINITY_DN79223_c1_g2_i1,Tdi_TRINITY_DN20736_c0_g1_i1
RBBH-1249,Tps_TRINITY_DN84959_c1_g1_i1,Tdi_TRINITY_DN5338_c0_g1_i1
RBBH-12490,Tps_TRINITY_DN4542_c0_g1_i1,Tdi_TRINITY_DN60502_c0_g1_i1
RBBH-12491,Tps_TRINITY_DN89958_c0_g1_i2,Tdi_TRINITY_DN30063_c0_g1_i3
RBBH-12492,Tps_TRINITY_DN72868_c0_g1_i1,Tdi_TRINITY_DN51836_c0_g1_i1
RBBH-12493,Tps_TRINITY_DN42537_c0_g1_i1,Tdi_TRINITY_DN29488_c3_g1_i1
RBBH-12494,Tps_TRINITY_DN80004_c0_g1_i1,Tdi_TRINITY_DN9383_c0_g1_i1
RBBH-12495,Tps_TRINITY_DN91906_c1_g1_i1,Tdi_TRINITY_DN39895_c0_g1_i1
RBBH-12496,Tps_TRINITY_DN95405_c0_g1_i1,Tdi_TRINITY_DN30772_c5_g2_i1
RBBH-12497,Tps_TRINITY_DN122080_c0_g1_i1,Tdi_TRINITY_DN46161_c0_g1_i1
RBBH-12498,Tps_TRINITY_DN81469_c0_g1_i1,Tdi_TRINITY_DN22612_c0_g1_i1
RBBH-12499,Tps_TRINITY_DN75708_c0_g1_i1,Tdi_TRINITY_DN2903_c0_g1_i1
RBBH-125,Tps_TRINITY_DN89549_c0_g2_i1,Tdi_TRINITY_DN4202_c0_g1_i1
RBBH-1250,Tps_TRINITY_DN76638_c2_g1_i1,Tdi_TRINITY_DN27490_c1_g2_i1
RBBH-12500,Tps_TRINITY_DN78262_c0_g1_i1,Tdi_TRINITY_DN44508_c0_g1_i1
RBBH-12501,Tps_TRINITY_DN65411_c0_g2_i1,Tdi_TRINITY_DN60930_c0_g1_i1
RBBH-12502,Tps_TRINITY_DN81980_c0_g1_i2,Tdi_TRINITY_DN2916_c0_g1_i1
RBBH-12505,Tps_TRINITY_DN86168_c0_g1_i1,Tdi_TRINITY_DN39721_c0_g1_i1
RBBH-12506,Tps_TRINITY_DN61564_c0_g1_i1,Tdi_TRINITY_DN28547_c0_g1_i1
RBBH-12507,Tps_TRINITY_DN80862_c0_g1_i1,Tdi_TRINITY_DN29412_c0_g1_i1
RBBH-12508,Tps_TRINITY_DN86730_c0_g1_i6,Tdi_TRINITY_DN31674_c0_g1_i2
RBBH-12509,Tps_TRINITY_DN95962_c1_g4_i1,Tdi_TRINITY_DN29340_c1_g4_i1
RBBH-1251,Tps_TRINITY_DN90845_c0_g1_i1,Tdi_TRINITY_DN12098_c0_g2_i1
RBBH-12510,Tps_TRINITY_DN21453_c0_g2_i1,Tdi_TRINITY_DN42096_c0_g1_i1
RBBH-12511,Tps_TRINITY_DN92744_c0_g1_i2,Tdi_TRINITY_DN19712_c0_g2_i1
RBBH-12513,Tps_TRINITY_DN68875_c1_g1_i1,Tdi_TRINITY_DN68105_c0_g1_i1
RBBH-12514,Tps_TRINITY_DN95949_c2_g1_i3,Tdi_TRINITY_DN31492_c6_g3_i1
RBBH-12515,Tps_TRINITY_DN87337_c2_g1_i2,Tdi_TRINITY_DN31244_c7_g1_i1
RBBH-12516,Tps_TRINITY_DN82902_c0_g1_i2,Tdi_TRINITY_DN3899_c0_g1_i1
RBBH-12517,Tps_TRINITY_DN47443_c0_g1_i1,Tdi_TRINITY_DN39994_c0_g1_i1
RBBH-12518,Tps_TRINITY_DN33427_c0_g1_i1,Tdi_TRINITY_DN39570_c0_g1_i1
RBBH-12519,Tps_TRINITY_DN94171_c1_g2_i1,Tdi_TRINITY_DN45093_c0_g1_i1
RBBH-1252,Tps_TRINITY_DN59941_c0_g1_i1,Tdi_TRINITY_DN32137_c0_g1_i1
RBBH-12520,Tps_TRINITY_DN85610_c0_g1_i1,Tdi_TRINITY_DN2413_c0_g1_i1
RBBH-12521,Tps_TRINITY_DN91782_c5_g2_i1,Tdi_TRINITY_DN24457_c0_g2_i1
RBBH-12522,Tps_TRINITY_DN94161_c0_g1_i2,Tdi_TRINITY_DN17413_c0_g1_i1
RBBH-12523,Tps_TRINITY_DN74591_c0_g2_i1,Tdi_TRINITY_DN17737_c0_g1_i1
RBBH-12524,Tps_TRINITY_DN88395_c0_g1_i3,Tdi_TRINITY_DN31954_c0_g2_i5
RBBH-12525,Tps_TRINITY_DN87528_c0_g1_i2,Tdi_TRINITY_DN32165_c2_g2_i1
RBBH-12527,Tps_TRINITY_DN15467_c0_g1_i1,Tdi_TRINITY_DN8459_c0_g1_i1
RBBH-12528,Tps_TRINITY_DN79095_c0_g1_i2,Tdi_TRINITY_DN25858_c0_g2_i1
RBBH-12529,Tps_TRINITY_DN81959_c2_g1_i1,Tdi_TRINITY_DN28462_c1_g1_i1
RBBH-1253,Tps_TRINITY_DN68203_c0_g1_i1,Tdi_TRINITY_DN4725_c0_g1_i1
RBBH-12531,Tps_TRINITY_DN93599_c0_g1_i1,Tdi_TRINITY_DN30652_c0_g1_i1
RBBH-12532,Tps_TRINITY_DN87899_c0_g9_i1,Tdi_TRINITY_DN28476_c0_g1_i1
RBBH-12533,Tps_TRINITY_DN26652_c0_g1_i1,Tdi_TRINITY_DN56910_c0_g1_i1
RBBH-12534,Tps_TRINITY_DN94449_c4_g1_i1,Tdi_TRINITY_DN31513_c0_g1_i1
RBBH-12535,Tps_TRINITY_DN16268_c0_g1_i1,Tdi_TRINITY_DN32480_c0_g1_i1
RBBH-12536,Tps_TRINITY_DN900_c0_g1_i1,Tdi_TRINITY_DN10221_c0_g2_i1
RBBH-12537,Tps_TRINITY_DN52916_c0_g1_i1,Tdi_TRINITY_DN58555_c0_g1_i1
RBBH-12538,Tps_TRINITY_DN86190_c0_g2_i2,Tdi_TRINITY_DN30783_c0_g2_i2
RBBH-12539,Tps_TRINITY_DN121894_c0_g1_i1,Tdi_TRINITY_DN9229_c0_g1_i1
RBBH-1254,Tps_TRINITY_DN88480_c5_g3_i2,Tdi_TRINITY_DN59224_c0_g1_i1
RBBH-12540,Tps_TRINITY_DN52118_c0_g1_i1,Tdi_TRINITY_DN32191_c11_g2_i1
RBBH-12541,Tps_TRINITY_DN89891_c2_g1_i1,Tdi_TRINITY_DN31509_c3_g1_i1
RBBH-12542,Tps_TRINITY_DN95052_c0_g1_i3,Tdi_TRINITY_DN31953_c0_g1_i4
RBBH-12543,Tps_TRINITY_DN39991_c1_g1_i1,Tdi_TRINITY_DN5143_c0_g1_i1
RBBH-12544,Tps_TRINITY_DN93692_c5_g4_i1,Tdi_TRINITY_DN17623_c2_g1_i1
RBBH-12546,Tps_TRINITY_DN93520_c7_g5_i2,Tdi_TRINITY_DN33982_c0_g1_i1
RBBH-12547,Tps_TRINITY_DN94544_c0_g1_i3,Tdi_TRINITY_DN29881_c0_g1_i1
RBBH-12548,Tps_TRINITY_DN33094_c0_g1_i1,Tdi_TRINITY_DN53394_c0_g1_i1
RBBH-12549,Tps_TRINITY_DN64240_c0_g2_i1,Tdi_TRINITY_DN23595_c0_g1_i1
RBBH-1255,Tps_TRINITY_DN81841_c0_g1_i1,Tdi_TRINITY_DN3150_c0_g1_i1
RBBH-12550,Tps_TRINITY_DN70553_c0_g1_i1,Tdi_TRINITY_DN52435_c0_g1_i1
RBBH-12551,Tps_TRINITY_DN85429_c0_g2_i2,Tdi_TRINITY_DN30085_c0_g1_i1
RBBH-12552,Tps_TRINITY_DN89653_c1_g1_i1,Tdi_TRINITY_DN44133_c0_g1_i1
RBBH-12553,Tps_TRINITY_DN71860_c0_g1_i1,Tdi_TRINITY_DN53860_c0_g1_i1
RBBH-12554,Tps_TRINITY_DN91990_c0_g1_i1,Tdi_TRINITY_DN31308_c0_g1_i1
RBBH-12555,Tps_TRINITY_DN95869_c0_g2_i8,Tdi_TRINITY_DN25341_c0_g1_i1
RBBH-12557,Tps_TRINITY_DN86735_c0_g1_i1,Tdi_TRINITY_DN28973_c0_g1_i1
RBBH-12558,Tps_TRINITY_DN84061_c0_g1_i1,Tdi_TRINITY_DN5996_c0_g1_i1
RBBH-12559,Tps_TRINITY_DN71427_c0_g1_i3,Tdi_TRINITY_DN52135_c0_g1_i1
RBBH-1256,Tps_TRINITY_DN75631_c0_g1_i1,Tdi_TRINITY_DN20461_c1_g1_i1
RBBH-12560,Tps_TRINITY_DN84758_c0_g1_i1,Tdi_TRINITY_DN5676_c0_g1_i1
RBBH-12562,Tps_TRINITY_DN71880_c0_g1_i1,Tdi_TRINITY_DN29564_c0_g1_i1
RBBH-12563,Tps_TRINITY_DN91084_c0_g1_i1,Tdi_TRINITY_DN4513_c0_g1_i1
RBBH-12564,Tps_TRINITY_DN79926_c0_g1_i1,Tdi_TRINITY_DN3572_c0_g1_i1
RBBH-12565,Tps_TRINITY_DN44866_c0_g3_i1,Tdi_TRINITY_DN53111_c0_g1_i1
RBBH-12566,Tps_TRINITY_DN89412_c3_g2_i2,Tdi_TRINITY_DN29082_c0_g1_i1
RBBH-12567,Tps_TRINITY_DN82232_c0_g1_i1,Tdi_TRINITY_DN22671_c0_g1_i1
RBBH-12568,Tps_TRINITY_DN86778_c0_g1_i1,Tdi_TRINITY_DN18470_c0_g1_i1
RBBH-12570,Tps_TRINITY_DN66026_c0_g1_i1,Tdi_TRINITY_DN58542_c0_g1_i1
RBBH-12571,Tps_TRINITY_DN94558_c2_g1_i1,Tdi_TRINITY_DN27952_c0_g2_i1
RBBH-12572,Tps_TRINITY_DN89414_c0_g1_i1,Tdi_TRINITY_DN26032_c0_g1_i1
RBBH-12573,Tps_TRINITY_DN86692_c0_g1_i3,Tdi_TRINITY_DN12206_c0_g1_i1
RBBH-12574,Tps_TRINITY_DN73656_c0_g2_i2,Tdi_TRINITY_DN27284_c0_g1_i1
RBBH-12575,Tps_TRINITY_DN84791_c0_g1_i2,Tdi_TRINITY_DN24148_c1_g3_i1
RBBH-12576,Tps_TRINITY_DN92317_c1_g2_i1,Tdi_TRINITY_DN28133_c0_g1_i1
RBBH-12577,Tps_TRINITY_DN88700_c0_g1_i2,Tdi_TRINITY_DN33241_c0_g1_i1
RBBH-12578,Tps_TRINITY_DN83793_c0_g1_i2,Tdi_TRINITY_DN29505_c0_g1_i1
RBBH-12579,Tps_TRINITY_DN28846_c0_g1_i1,Tdi_TRINITY_DN33495_c0_g1_i1
RBBH-1258,Tps_TRINITY_DN75421_c0_g1_i3,Tdi_TRINITY_DN19449_c0_g1_i1
RBBH-12580,Tps_TRINITY_DN106312_c0_g1_i1,Tdi_TRINITY_DN41989_c0_g1_i1
RBBH-12581,Tps_TRINITY_DN83832_c5_g1_i4,Tdi_TRINITY_DN27434_c1_g1_i1
RBBH-12582,Tps_TRINITY_DN31530_c0_g1_i1,Tdi_TRINITY_DN49436_c0_g1_i1
RBBH-12583,Tps_TRINITY_DN69695_c0_g1_i1,Tdi_TRINITY_DN27890_c0_g1_i1
RBBH-12585,Tps_TRINITY_DN51966_c0_g1_i1,Tdi_TRINITY_DN31932_c3_g12_i1
RBBH-12586,Tps_TRINITY_DN55172_c0_g1_i1,Tdi_TRINITY_DN51286_c0_g1_i1
RBBH-12587,Tps_TRINITY_DN76032_c0_g1_i2,Tdi_TRINITY_DN60753_c0_g1_i1
RBBH-12588,Tps_TRINITY_DN95311_c1_g1_i5,Tdi_TRINITY_DN29683_c0_g1_i2
RBBH-12589,Tps_TRINITY_DN91031_c0_g1_i1,Tdi_TRINITY_DN16265_c0_g2_i1
RBBH-1259,Tps_TRINITY_DN82501_c0_g1_i2,Tdi_TRINITY_DN29944_c0_g1_i1
RBBH-12590,Tps_TRINITY_DN94309_c2_g3_i1,Tdi_TRINITY_DN18685_c0_g2_i1
RBBH-12591,Tps_TRINITY_DN83727_c0_g1_i1,Tdi_TRINITY_DN39275_c0_g1_i1
RBBH-12592,Tps_TRINITY_DN88204_c0_g2_i1,Tdi_TRINITY_DN23900_c0_g2_i1
RBBH-12593,Tps_TRINITY_DN78066_c1_g1_i1,Tdi_TRINITY_DN30174_c0_g1_i1
RBBH-12594,Tps_TRINITY_DN81320_c0_g1_i1,Tdi_TRINITY_DN2964_c0_g1_i1
RBBH-12595,Tps_TRINITY_DN85652_c0_g1_i6,Tdi_TRINITY_DN26627_c0_g1_i1
RBBH-12596,Tps_TRINITY_DN64994_c0_g1_i1,Tdi_TRINITY_DN31324_c0_g1_i1
RBBH-12597,Tps_TRINITY_DN73274_c1_g1_i1,Tdi_TRINITY_DN19818_c3_g1_i1
RBBH-12598,Tps_TRINITY_DN29438_c0_g1_i1,Tdi_TRINITY_DN8152_c0_g2_i1
RBBH-12599,Tps_TRINITY_DN90261_c1_g1_i2,Tdi_TRINITY_DN31172_c5_g4_i2
RBBH-126,Tps_TRINITY_DN79391_c0_g1_i1,Tdi_TRINITY_DN54029_c0_g1_i1
RBBH-1260,Tps_TRINITY_DN84274_c0_g1_i1,Tdi_TRINITY_DN46462_c0_g1_i1
RBBH-12601,Tps_TRINITY_DN92005_c0_g1_i1,Tdi_TRINITY_DN24078_c0_g2_i1
RBBH-12603,Tps_TRINITY_DN83308_c0_g1_i1,Tdi_TRINITY_DN7841_c0_g1_i1
RBBH-12605,Tps_TRINITY_DN86766_c0_g1_i1,Tdi_TRINITY_DN20996_c0_g1_i1
RBBH-12606,Tps_TRINITY_DN79575_c0_g1_i3,Tdi_TRINITY_DN57838_c0_g1_i1
RBBH-12607,Tps_TRINITY_DN84937_c1_g1_i1,Tdi_TRINITY_DN5070_c0_g1_i1
RBBH-12608,Tps_TRINITY_DN88326_c3_g2_i1,Tdi_TRINITY_DN1274_c0_g1_i1
RBBH-12609,Tps_TRINITY_DN93663_c1_g3_i2,Tdi_TRINITY_DN32346_c3_g9_i2
RBBH-1261,Tps_TRINITY_DN88221_c0_g1_i1,Tdi_TRINITY_DN4619_c0_g1_i1
RBBH-12610,Tps_TRINITY_DN28771_c0_g2_i1,Tdi_TRINITY_DN56170_c0_g1_i1
RBBH-12611,Tps_TRINITY_DN94826_c0_g1_i12,Tdi_TRINITY_DN31252_c0_g1_i6
RBBH-12612,Tps_TRINITY_DN23353_c0_g1_i1,Tdi_TRINITY_DN46426_c0_g1_i1
RBBH-12613,Tps_TRINITY_DN95428_c0_g1_i1,Tdi_TRINITY_DN31344_c0_g1_i2
RBBH-12614,Tps_TRINITY_DN80403_c0_g1_i1,Tdi_TRINITY_DN69397_c0_g1_i1
RBBH-12615,Tps_TRINITY_DN92807_c0_g1_i1,Tdi_TRINITY_DN20600_c0_g1_i1
RBBH-12616,Tps_TRINITY_DN86717_c0_g1_i1,Tdi_TRINITY_DN31217_c0_g1_i1
RBBH-12617,Tps_TRINITY_DN85970_c10_g1_i1,Tdi_TRINITY_DN53638_c0_g1_i1
RBBH-12618,Tps_TRINITY_DN85555_c0_g1_i2,Tdi_TRINITY_DN15064_c0_g1_i1
RBBH-12619,Tps_TRINITY_DN69468_c0_g1_i1,Tdi_TRINITY_DN5753_c0_g1_i1
RBBH-12621,Tps_TRINITY_DN38146_c0_g1_i1,Tdi_TRINITY_DN39144_c0_g1_i1
RBBH-12622,Tps_TRINITY_DN91226_c1_g2_i2,Tdi_TRINITY_DN24716_c0_g1_i1
RBBH-12623,Tps_TRINITY_DN85978_c0_g1_i1,Tdi_TRINITY_DN63361_c0_g1_i1
RBBH-12624,Tps_TRINITY_DN60724_c0_g1_i1,Tdi_TRINITY_DN47202_c0_g1_i1
RBBH-12625,Tps_TRINITY_DN90017_c0_g1_i3,Tdi_TRINITY_DN21057_c0_g2_i2
RBBH-12626,Tps_TRINITY_DN86348_c1_g1_i1,Tdi_TRINITY_DN31409_c10_g3_i1
RBBH-12627,Tps_TRINITY_DN23376_c0_g1_i1,Tdi_TRINITY_DN13774_c0_g2_i1
RBBH-12628,Tps_TRINITY_DN91781_c0_g1_i1,Tdi_TRINITY_DN26377_c1_g1_i1
RBBH-12629,Tps_TRINITY_DN79806_c0_g1_i1,Tdi_TRINITY_DN29286_c0_g1_i2
RBBH-1263,Tps_TRINITY_DN82629_c0_g1_i1,Tdi_TRINITY_DN33670_c0_g1_i1
RBBH-12630,Tps_TRINITY_DN75834_c0_g1_i1,Tdi_TRINITY_DN833_c0_g1_i1
RBBH-12631,Tps_TRINITY_DN92365_c9_g3_i1,Tdi_TRINITY_DN30972_c3_g2_i1
RBBH-12632,Tps_TRINITY_DN66642_c0_g2_i1,Tdi_TRINITY_DN30151_c0_g1_i1
RBBH-12634,Tps_TRINITY_DN30650_c0_g1_i1,Tdi_TRINITY_DN41029_c0_g1_i1
RBBH-12635,Tps_TRINITY_DN68537_c0_g1_i1,Tdi_TRINITY_DN14793_c0_g1_i1
RBBH-12636,Tps_TRINITY_DN87293_c0_g1_i1,Tdi_TRINITY_DN19862_c0_g1_i1
RBBH-12637,Tps_TRINITY_DN95775_c2_g1_i3,Tdi_TRINITY_DN32101_c0_g4_i4
RBBH-12639,Tps_TRINITY_DN93095_c0_g1_i3,Tdi_TRINITY_DN27335_c0_g1_i1
RBBH-1264,Tps_TRINITY_DN89984_c0_g1_i3,Tdi_TRINITY_DN18457_c0_g1_i1
RBBH-12640,Tps_TRINITY_DN83177_c1_g1_i1,Tdi_TRINITY_DN25146_c0_g1_i4
RBBH-12641,Tps_TRINITY_DN87128_c0_g1_i1,Tdi_TRINITY_DN23653_c0_g1_i1
RBBH-12642,Tps_TRINITY_DN89540_c0_g1_i1,Tdi_TRINITY_DN17323_c0_g2_i1
RBBH-12643,Tps_TRINITY_DN88778_c1_g2_i1,Tdi_TRINITY_DN31936_c0_g1_i1
RBBH-12644,Tps_TRINITY_DN78295_c0_g1_i1,Tdi_TRINITY_DN22955_c0_g2_i1
RBBH-12645,Tps_TRINITY_DN91704_c1_g4_i2,Tdi_TRINITY_DN19534_c0_g1_i4
RBBH-12646,Tps_TRINITY_DN94275_c1_g1_i2,Tdi_TRINITY_DN27593_c0_g1_i5
RBBH-12647,Tps_TRINITY_DN93599_c2_g3_i1,Tdi_TRINITY_DN14324_c0_g1_i1
RBBH-12648,Tps_TRINITY_DN92071_c0_g1_i1,Tdi_TRINITY_DN17389_c0_g1_i1
RBBH-12649,Tps_TRINITY_DN88935_c1_g1_i3,Tdi_TRINITY_DN26126_c1_g1_i1
RBBH-1265,Tps_TRINITY_DN92632_c16_g1_i1,Tdi_TRINITY_DN32062_c13_g1_i1
RBBH-12650,Tps_TRINITY_DN94787_c0_g2_i2,Tdi_TRINITY_DN14578_c0_g1_i1
RBBH-12652,Tps_TRINITY_DN88601_c10_g1_i1,Tdi_TRINITY_DN24632_c1_g1_i1
RBBH-12653,Tps_TRINITY_DN92149_c2_g1_i2,Tdi_TRINITY_DN23063_c0_g2_i1
RBBH-12654,Tps_TRINITY_DN59946_c0_g1_i1,Tdi_TRINITY_DN53756_c0_g1_i1
RBBH-12656,Tps_TRINITY_DN86103_c0_g1_i3,Tdi_TRINITY_DN29866_c1_g1_i1
RBBH-12657,Tps_TRINITY_DN94740_c0_g1_i3,Tdi_TRINITY_DN23533_c0_g1_i1
RBBH-12658,Tps_TRINITY_DN100932_c0_g1_i1,Tdi_TRINITY_DN35314_c0_g1_i1
RBBH-12659,Tps_TRINITY_DN71679_c0_g1_i2,Tdi_TRINITY_DN3495_c0_g1_i1
RBBH-1266,Tps_TRINITY_DN94584_c0_g3_i2,Tdi_TRINITY_DN30618_c3_g4_i1
RBBH-12660,Tps_TRINITY_DN89011_c0_g1_i2,Tdi_TRINITY_DN31371_c8_g1_i3
RBBH-12661,Tps_TRINITY_DN57215_c0_g3_i1,Tdi_TRINITY_DN20963_c0_g1_i1
RBBH-12663,Tps_TRINITY_DN93971_c0_g1_i1,Tdi_TRINITY_DN28394_c0_g2_i1
