Match_col,Tte,Tbi
RBBH-13784,Tte_TRINITY_DN23818_c0_g2_i1,Tbi_TRINITY_DN69712_c0_g1_i2
RBBH-13785,Tte_TRINITY_DN28356_c1_g2_i1,Tbi_TRINITY_DN52596_c0_g1_i2
RBBH-13786,Tte_TRINITY_DN28819_c2_g1_i2,Tbi_TRINITY_DN69799_c10_g1_i1
RBBH-13787,Tte_TRINITY_DN28500_c3_g2_i1,Tbi_TRINITY_DN42453_c0_g1_i1
RBBH-13789,Tte_TRINITY_DN30569_c0_g1_i1,Tbi_TRINITY_DN15660_c0_g1_i1
RBBH-1379,Tte_TRINITY_DN28016_c2_g1_i1,Tbi_TRINITY_DN72099_c0_g1_i3
RBBH-13790,Tte_TRINITY_DN41396_c0_g1_i1,Tbi_TRINITY_DN94439_c0_g1_i1
RBBH-13791,Tte_TRINITY_DN68589_c0_g1_i1,Tbi_TRINITY_DN7234_c0_g1_i1
RBBH-13792,Tte_TRINITY_DN76186_c0_g1_i1,Tbi_TRINITY_DN65593_c1_g2_i1
RBBH-13793,Tte_TRINITY_DN26247_c0_g2_i1,Tbi_TRINITY_DN66617_c3_g1_i1
RBBH-13794,Tte_TRINITY_DN3098_c0_g2_i1,Tbi_TRINITY_DN56329_c0_g1_i1
RBBH-13795,Tte_TRINITY_DN15058_c0_g1_i2,Tbi_TRINITY_DN70889_c0_g1_i1
RBBH-13797,Tte_TRINITY_DN28760_c0_g3_i7,Tbi_TRINITY_DN67294_c0_g5_i1
RBBH-13798,Tte_TRINITY_DN17387_c0_g1_i1,Tbi_TRINITY_DN53197_c0_g1_i1
RBBH-13799,Tte_TRINITY_DN7068_c0_g2_i1,Tbi_TRINITY_DN65193_c0_g2_i1
RBBH-1380,Tte_TRINITY_DN70665_c0_g1_i1,Tbi_TRINITY_DN48349_c0_g1_i1
RBBH-13800,Tte_TRINITY_DN31636_c0_g1_i1,Tbi_TRINITY_DN26291_c0_g1_i1
RBBH-13802,Tte_TRINITY_DN29834_c10_g8_i1,Tbi_TRINITY_DN61621_c0_g1_i1
RBBH-13803,Tte_TRINITY_DN5281_c0_g1_i1,Tbi_TRINITY_DN38082_c0_g1_i1
RBBH-13804,Tte_TRINITY_DN64104_c0_g1_i1,Tbi_TRINITY_DN48732_c0_g2_i2
RBBH-13805,Tte_TRINITY_DN27636_c0_g1_i1,Tbi_TRINITY_DN59407_c0_g1_i1
RBBH-13806,Tte_TRINITY_DN26551_c0_g1_i1,Tbi_TRINITY_DN61552_c0_g6_i1
RBBH-13807,Tte_TRINITY_DN9496_c0_g1_i1,Tbi_TRINITY_DN48019_c0_g1_i1
RBBH-13808,Tte_TRINITY_DN227_c0_g1_i1,Tbi_TRINITY_DN63970_c0_g1_i1
RBBH-13809,Tte_TRINITY_DN17106_c0_g2_i1,Tbi_TRINITY_DN64523_c0_g1_i1
RBBH-1381,Tte_TRINITY_DN48634_c0_g1_i1,Tbi_TRINITY_DN44556_c0_g1_i1
RBBH-13810,Tte_TRINITY_DN24563_c0_g1_i1,Tbi_TRINITY_DN49498_c0_g2_i1
RBBH-13812,Tte_TRINITY_DN29431_c13_g2_i1,Tbi_TRINITY_DN71712_c1_g1_i1
RBBH-13813,Tte_TRINITY_DN10822_c0_g2_i1,Tbi_TRINITY_DN70695_c0_g1_i1
RBBH-13814,Tte_TRINITY_DN29188_c5_g1_i1,Tbi_TRINITY_DN70137_c5_g2_i1
RBBH-13815,Tte_TRINITY_DN48744_c0_g1_i1,Tbi_TRINITY_DN106356_c0_g1_i1
RBBH-13816,Tte_TRINITY_DN717_c0_g2_i1,Tbi_TRINITY_DN69796_c0_g1_i1
RBBH-13817,Tte_TRINITY_DN31518_c0_g1_i1,Tbi_TRINITY_DN4339_c0_g1_i1
RBBH-13818,Tte_TRINITY_DN22536_c0_g2_i2,Tbi_TRINITY_DN71767_c0_g1_i1
RBBH-1382,Tte_TRINITY_DN17142_c1_g1_i1,Tbi_TRINITY_DN71026_c5_g1_i2
RBBH-13820,Tte_TRINITY_DN25879_c3_g1_i1,Tbi_TRINITY_DN66373_c0_g4_i1
RBBH-13821,Tte_TRINITY_DN70891_c0_g1_i1,Tbi_TRINITY_DN91417_c0_g1_i1
RBBH-13822,Tte_TRINITY_DN29439_c26_g1_i1,Tbi_TRINITY_DN66178_c3_g1_i1
RBBH-13823,Tte_TRINITY_DN77659_c0_g1_i1,Tbi_TRINITY_DN5938_c0_g1_i1
RBBH-13824,Tte_TRINITY_DN28517_c1_g3_i4,Tbi_TRINITY_DN59658_c0_g1_i1
RBBH-13825,Tte_TRINITY_DN26068_c0_g1_i5,Tbi_TRINITY_DN65453_c1_g1_i5
RBBH-13826,Tte_TRINITY_DN3577_c0_g2_i1,Tbi_TRINITY_DN5188_c0_g1_i1
RBBH-13827,Tte_TRINITY_DN19010_c0_g1_i1,Tbi_TRINITY_DN71787_c0_g4_i2
RBBH-13828,Tte_TRINITY_DN74206_c0_g1_i1,Tbi_TRINITY_DN73598_c0_g1_i1
RBBH-13829,Tte_TRINITY_DN52038_c0_g1_i1,Tbi_TRINITY_DN51167_c0_g1_i1
RBBH-1383,Tte_TRINITY_DN55876_c0_g1_i1,Tbi_TRINITY_DN69047_c0_g2_i5
RBBH-13830,Tte_TRINITY_DN2724_c0_g1_i1,Tbi_TRINITY_DN35930_c0_g1_i1
RBBH-13831,Tte_TRINITY_DN38801_c0_g1_i1,Tbi_TRINITY_DN49640_c0_g1_i1
RBBH-13832,Tte_TRINITY_DN25317_c0_g1_i1,Tbi_TRINITY_DN71378_c4_g5_i1
RBBH-13833,Tte_TRINITY_DN22450_c0_g1_i1,Tbi_TRINITY_DN71148_c0_g1_i1
RBBH-13834,Tte_TRINITY_DN29045_c3_g1_i1,Tbi_TRINITY_DN62750_c0_g1_i1
RBBH-13835,Tte_TRINITY_DN3728_c0_g1_i1,Tbi_TRINITY_DN62722_c0_g1_i1
RBBH-13836,Tte_TRINITY_DN29488_c12_g1_i1,Tbi_TRINITY_DN71387_c9_g10_i1
RBBH-13837,Tte_TRINITY_DN27426_c1_g1_i1,Tbi_TRINITY_DN45864_c0_g1_i1
RBBH-13838,Tte_TRINITY_DN28801_c3_g1_i1,Tbi_TRINITY_DN61177_c4_g2_i1
RBBH-13839,Tte_TRINITY_DN66139_c0_g1_i1,Tbi_TRINITY_DN54120_c0_g1_i1
RBBH-1384,Tte_TRINITY_DN1797_c0_g1_i1,Tbi_TRINITY_DN41877_c0_g1_i1
RBBH-13840,Tte_TRINITY_DN29264_c4_g1_i1,Tbi_TRINITY_DN68053_c2_g2_i1
RBBH-13841,Tte_TRINITY_DN29892_c3_g2_i1,Tbi_TRINITY_DN48806_c0_g1_i1
RBBH-13842,Tte_TRINITY_DN7240_c0_g1_i1,Tbi_TRINITY_DN54737_c0_g1_i1
RBBH-13843,Tte_TRINITY_DN41425_c0_g1_i1,Tbi_TRINITY_DN39158_c0_g2_i1
RBBH-13844,Tte_TRINITY_DN40162_c0_g1_i1,Tbi_TRINITY_DN15544_c0_g2_i1
RBBH-13845,Tte_TRINITY_DN40255_c0_g1_i1,Tbi_TRINITY_DN70432_c2_g5_i1
RBBH-13846,Tte_TRINITY_DN31170_c0_g1_i1,Tbi_TRINITY_DN68461_c0_g1_i2
RBBH-13847,Tte_TRINITY_DN49594_c0_g1_i1,Tbi_TRINITY_DN6369_c0_g1_i1
RBBH-13848,Tte_TRINITY_DN61561_c0_g1_i1,Tbi_TRINITY_DN57428_c0_g1_i1
RBBH-13849,Tte_TRINITY_DN19352_c0_g1_i1,Tbi_TRINITY_DN57814_c0_g1_i1
RBBH-1385,Tte_TRINITY_DN30402_c0_g1_i1,Tbi_TRINITY_DN6963_c0_g2_i1
RBBH-13850,Tte_TRINITY_DN43962_c0_g1_i1,Tbi_TRINITY_DN53906_c1_g1_i1
RBBH-13851,Tte_TRINITY_DN28755_c6_g1_i1,Tbi_TRINITY_DN70773_c1_g1_i1
RBBH-13852,Tte_TRINITY_DN69129_c0_g1_i1,Tbi_TRINITY_DN83096_c0_g1_i1
RBBH-13854,Tte_TRINITY_DN21886_c0_g1_i1,Tbi_TRINITY_DN71048_c1_g1_i2
RBBH-13855,Tte_TRINITY_DN26880_c0_g1_i1,Tbi_TRINITY_DN68776_c6_g1_i1
RBBH-13856,Tte_TRINITY_DN3550_c0_g1_i1,Tbi_TRINITY_DN48416_c0_g2_i1
RBBH-13857,Tte_TRINITY_DN29811_c10_g5_i1,Tbi_TRINITY_DN70480_c9_g9_i1
RBBH-13858,Tte_TRINITY_DN67332_c0_g1_i1,Tbi_TRINITY_DN41761_c0_g1_i1
RBBH-13859,Tte_TRINITY_DN24379_c0_g3_i1,Tbi_TRINITY_DN69004_c3_g1_i1
RBBH-1386,Tte_TRINITY_DN58956_c0_g1_i1,Tbi_TRINITY_DN29369_c0_g1_i1
RBBH-13860,Tte_TRINITY_DN7063_c0_g1_i1,Tbi_TRINITY_DN55109_c0_g1_i1
RBBH-13861,Tte_TRINITY_DN53321_c0_g1_i1,Tbi_TRINITY_DN13342_c0_g1_i1
RBBH-13862,Tte_TRINITY_DN63082_c0_g1_i1,Tbi_TRINITY_DN71833_c8_g2_i1
RBBH-13863,Tte_TRINITY_DN6916_c0_g1_i1,Tbi_TRINITY_DN66988_c0_g1_i1
RBBH-13864,Tte_TRINITY_DN29204_c0_g1_i2,Tbi_TRINITY_DN69647_c8_g1_i1
RBBH-13865,Tte_TRINITY_DN29111_c0_g1_i1,Tbi_TRINITY_DN66067_c0_g1_i2
RBBH-13866,Tte_TRINITY_DN17331_c0_g1_i1,Tbi_TRINITY_DN55471_c0_g1_i1
RBBH-13867,Tte_TRINITY_DN65588_c0_g1_i1,Tbi_TRINITY_DN54135_c1_g1_i1
RBBH-13868,Tte_TRINITY_DN10399_c0_g1_i1,Tbi_TRINITY_DN54990_c0_g1_i1
RBBH-13869,Tte_TRINITY_DN11378_c0_g1_i1,Tbi_TRINITY_DN42123_c0_g1_i1
RBBH-1387,Tte_TRINITY_DN2000_c0_g1_i1,Tbi_TRINITY_DN53915_c0_g1_i1
RBBH-13870,Tte_TRINITY_DN62077_c0_g1_i1,Tbi_TRINITY_DN26133_c0_g1_i1
RBBH-13871,Tte_TRINITY_DN48740_c0_g1_i1,Tbi_TRINITY_DN434_c0_g1_i1
RBBH-13872,Tte_TRINITY_DN29099_c1_g1_i1,Tbi_TRINITY_DN61048_c0_g1_i1
RBBH-13873,Tte_TRINITY_DN22889_c0_g1_i4,Tbi_TRINITY_DN71818_c9_g10_i2
RBBH-13874,Tte_TRINITY_DN21280_c0_g1_i2,Tbi_TRINITY_DN63028_c0_g1_i1
RBBH-13875,Tte_TRINITY_DN21299_c0_g1_i1,Tbi_TRINITY_DN59558_c0_g1_i2
RBBH-13876,Tte_TRINITY_DN19060_c0_g1_i1,Tbi_TRINITY_DN53270_c0_g1_i1
RBBH-13877,Tte_TRINITY_DN21924_c0_g1_i1,Tbi_TRINITY_DN39765_c0_g1_i1
RBBH-13878,Tte_TRINITY_DN10387_c0_g2_i1,Tbi_TRINITY_DN13461_c0_g1_i1
RBBH-13879,Tte_TRINITY_DN65100_c0_g1_i1,Tbi_TRINITY_DN25931_c0_g1_i1
RBBH-13880,Tte_TRINITY_DN29743_c1_g5_i1,Tbi_TRINITY_DN66006_c1_g1_i1
RBBH-13882,Tte_TRINITY_DN27958_c1_g1_i1,Tbi_TRINITY_DN65548_c0_g1_i1
RBBH-13883,Tte_TRINITY_DN18332_c0_g1_i1,Tbi_TRINITY_DN52510_c0_g1_i1
RBBH-13885,Tte_TRINITY_DN58853_c0_g1_i1,Tbi_TRINITY_DN59443_c0_g2_i1
RBBH-13886,Tte_TRINITY_DN27135_c1_g2_i1,Tbi_TRINITY_DN60410_c0_g1_i1
RBBH-13887,Tte_TRINITY_DN25893_c0_g1_i1,Tbi_TRINITY_DN67321_c1_g1_i1
RBBH-13888,Tte_TRINITY_DN18854_c0_g1_i1,Tbi_TRINITY_DN72104_c3_g2_i1
RBBH-13889,Tte_TRINITY_DN1692_c0_g2_i1,Tbi_TRINITY_DN49445_c0_g1_i1
RBBH-1389,Tte_TRINITY_DN29387_c8_g1_i2,Tbi_TRINITY_DN72105_c3_g1_i2
RBBH-13890,Tte_TRINITY_DN26790_c1_g5_i1,Tbi_TRINITY_DN69043_c1_g1_i2
RBBH-13891,Tte_TRINITY_DN24421_c0_g1_i1,Tbi_TRINITY_DN56832_c0_g1_i1
RBBH-13893,Tte_TRINITY_DN67800_c0_g1_i1,Tbi_TRINITY_DN63359_c0_g1_i1
RBBH-13894,Tte_TRINITY_DN30701_c0_g1_i1,Tbi_TRINITY_DN54473_c0_g1_i1
RBBH-13895,Tte_TRINITY_DN3929_c0_g1_i1,Tbi_TRINITY_DN70108_c1_g1_i1
RBBH-13896,Tte_TRINITY_DN67375_c0_g1_i1,Tbi_TRINITY_DN70026_c2_g1_i1
RBBH-13897,Tte_TRINITY_DN74758_c0_g1_i1,Tbi_TRINITY_DN57166_c0_g1_i1
RBBH-139,Tte_TRINITY_DN11112_c0_g2_i1,Tbi_TRINITY_DN60915_c0_g1_i1
RBBH-1390,Tte_TRINITY_DN29878_c7_g2_i1,Tbi_TRINITY_DN69423_c9_g1_i1
RBBH-13900,Tte_TRINITY_DN28895_c12_g1_i1,Tbi_TRINITY_DN33659_c0_g1_i1
RBBH-13901,Tte_TRINITY_DN19957_c0_g1_i1,Tbi_TRINITY_DN67252_c6_g2_i1
RBBH-13902,Tte_TRINITY_DN24543_c0_g1_i1,Tbi_TRINITY_DN44305_c0_g1_i1
RBBH-13904,Tte_TRINITY_DN12711_c0_g2_i2,Tbi_TRINITY_DN58572_c0_g1_i1
RBBH-13905,Tte_TRINITY_DN8901_c0_g1_i1,Tbi_TRINITY_DN60883_c0_g1_i1
RBBH-13906,Tte_TRINITY_DN33349_c0_g1_i1,Tbi_TRINITY_DN69575_c5_g2_i1
RBBH-13907,Tte_TRINITY_DN29439_c3_g1_i1,Tbi_TRINITY_DN63761_c2_g1_i1
RBBH-13908,Tte_TRINITY_DN15830_c0_g1_i1,Tbi_TRINITY_DN70097_c3_g1_i1
RBBH-13909,Tte_TRINITY_DN26861_c0_g1_i1,Tbi_TRINITY_DN67261_c0_g2_i1
RBBH-1391,Tte_TRINITY_DN35645_c0_g1_i1,Tbi_TRINITY_DN71239_c4_g1_i1
RBBH-13910,Tte_TRINITY_DN58034_c0_g1_i1,Tbi_TRINITY_DN71798_c0_g1_i1
RBBH-13911,Tte_TRINITY_DN2597_c0_g1_i1,Tbi_TRINITY_DN55029_c0_g1_i1
RBBH-13912,Tte_TRINITY_DN6229_c0_g1_i1,Tbi_TRINITY_DN67294_c0_g2_i2
RBBH-13913,Tte_TRINITY_DN65676_c0_g1_i1,Tbi_TRINITY_DN47202_c0_g1_i1
RBBH-13914,Tte_TRINITY_DN28738_c0_g1_i1,Tbi_TRINITY_DN68650_c0_g5_i8
RBBH-13915,Tte_TRINITY_DN30462_c0_g1_i1,Tbi_TRINITY_DN32906_c0_g1_i1
RBBH-13916,Tte_TRINITY_DN2362_c0_g1_i1,Tbi_TRINITY_DN36622_c0_g1_i1
RBBH-13917,Tte_TRINITY_DN20007_c0_g1_i1,Tbi_TRINITY_DN70280_c12_g1_i1
RBBH-13918,Tte_TRINITY_DN9530_c0_g1_i1,Tbi_TRINITY_DN62064_c0_g2_i1
RBBH-13919,Tte_TRINITY_DN28833_c0_g1_i1,Tbi_TRINITY_DN71195_c0_g1_i1
RBBH-1392,Tte_TRINITY_DN35684_c0_g1_i1,Tbi_TRINITY_DN83389_c0_g2_i1
RBBH-13920,Tte_TRINITY_DN57288_c0_g1_i1,Tbi_TRINITY_DN71921_c6_g1_i1
RBBH-13921,Tte_TRINITY_DN13005_c0_g1_i1,Tbi_TRINITY_DN41106_c0_g1_i1
RBBH-13922,Tte_TRINITY_DN44068_c0_g1_i1,Tbi_TRINITY_DN7300_c0_g1_i1
RBBH-13923,Tte_TRINITY_DN3845_c0_g2_i1,Tbi_TRINITY_DN47237_c0_g1_i1
RBBH-13924,Tte_TRINITY_DN41882_c0_g1_i1,Tbi_TRINITY_DN41734_c0_g1_i1
RBBH-13925,Tte_TRINITY_DN10351_c0_g2_i1,Tbi_TRINITY_DN53308_c0_g1_i1
RBBH-13926,Tte_TRINITY_DN20004_c1_g1_i1,Tbi_TRINITY_DN68695_c1_g1_i1
RBBH-13927,Tte_TRINITY_DN51802_c0_g1_i1,Tbi_TRINITY_DN66775_c2_g1_i1
RBBH-13928,Tte_TRINITY_DN28919_c1_g1_i1,Tbi_TRINITY_DN68004_c0_g3_i1
RBBH-13929,Tte_TRINITY_DN27423_c1_g1_i1,Tbi_TRINITY_DN72130_c2_g1_i1
RBBH-1393,Tte_TRINITY_DN61431_c0_g1_i1,Tbi_TRINITY_DN53275_c0_g1_i1
RBBH-13930,Tte_TRINITY_DN3505_c0_g1_i1,Tbi_TRINITY_DN66471_c3_g1_i1
RBBH-13931,Tte_TRINITY_DN20194_c1_g1_i1,Tbi_TRINITY_DN71437_c6_g1_i2
RBBH-13932,Tte_TRINITY_DN56293_c0_g1_i1,Tbi_TRINITY_DN69000_c0_g1_i3
RBBH-13933,Tte_TRINITY_DN11562_c0_g2_i1,Tbi_TRINITY_DN109057_c0_g1_i1
RBBH-13934,Tte_TRINITY_DN5607_c0_g1_i1,Tbi_TRINITY_DN50820_c0_g1_i1
RBBH-13935,Tte_TRINITY_DN7180_c0_g1_i1,Tbi_TRINITY_DN64078_c0_g1_i1
RBBH-13938,Tte_TRINITY_DN59986_c0_g1_i1,Tbi_TRINITY_DN14656_c0_g1_i1
RBBH-13939,Tte_TRINITY_DN49875_c0_g1_i1,Tbi_TRINITY_DN72277_c4_g1_i1
RBBH-1394,Tte_TRINITY_DN3852_c0_g1_i1,Tbi_TRINITY_DN62598_c0_g2_i1
RBBH-13940,Tte_TRINITY_DN21567_c0_g2_i1,Tbi_TRINITY_DN47140_c0_g1_i2
RBBH-13941,Tte_TRINITY_DN56002_c0_g1_i1,Tbi_TRINITY_DN27382_c0_g1_i1
RBBH-13942,Tte_TRINITY_DN29878_c13_g9_i5,Tbi_TRINITY_DN59526_c1_g1_i1
RBBH-13943,Tte_TRINITY_DN2727_c0_g1_i1,Tbi_TRINITY_DN59765_c0_g1_i1
RBBH-13944,Tte_TRINITY_DN63465_c0_g1_i1,Tbi_TRINITY_DN50435_c1_g1_i1
RBBH-13945,Tte_TRINITY_DN28442_c14_g2_i1,Tbi_TRINITY_DN71507_c4_g2_i1
RBBH-13946,Tte_TRINITY_DN27527_c0_g1_i1,Tbi_TRINITY_DN71577_c0_g1_i2
RBBH-13947,Tte_TRINITY_DN26603_c0_g4_i2,Tbi_TRINITY_DN68996_c0_g2_i4
RBBH-13948,Tte_TRINITY_DN70989_c0_g1_i1,Tbi_TRINITY_DN63251_c0_g2_i1
RBBH-13949,Tte_TRINITY_DN29080_c1_g1_i2,Tbi_TRINITY_DN68788_c0_g1_i3
RBBH-1395,Tte_TRINITY_DN27488_c0_g1_i1,Tbi_TRINITY_DN62004_c0_g1_i4
RBBH-13951,Tte_TRINITY_DN4487_c0_g1_i1,Tbi_TRINITY_DN54279_c0_g1_i1
RBBH-13952,Tte_TRINITY_DN24591_c1_g1_i1,Tbi_TRINITY_DN60449_c0_g1_i1
RBBH-13953,Tte_TRINITY_DN29710_c3_g4_i1,Tbi_TRINITY_DN72344_c5_g5_i6
RBBH-13954,Tte_TRINITY_DN44955_c0_g1_i1,Tbi_TRINITY_DN93219_c0_g1_i1
RBBH-13955,Tte_TRINITY_DN3813_c0_g1_i1,Tbi_TRINITY_DN67401_c0_g1_i1
RBBH-13956,Tte_TRINITY_DN27505_c1_g2_i1,Tbi_TRINITY_DN68929_c0_g1_i1
RBBH-13958,Tte_TRINITY_DN11087_c0_g1_i1,Tbi_TRINITY_DN32033_c0_g1_i1
RBBH-13959,Tte_TRINITY_DN5466_c0_g1_i1,Tbi_TRINITY_DN102658_c0_g1_i1
RBBH-1396,Tte_TRINITY_DN23314_c0_g3_i1,Tbi_TRINITY_DN58714_c0_g1_i1
RBBH-13960,Tte_TRINITY_DN26052_c1_g2_i2,Tbi_TRINITY_DN65236_c0_g2_i2
RBBH-13961,Tte_TRINITY_DN29751_c14_g7_i1,Tbi_TRINITY_DN72300_c13_g9_i1
RBBH-13962,Tte_TRINITY_DN9384_c0_g2_i1,Tbi_TRINITY_DN71492_c5_g1_i1
RBBH-13963,Tte_TRINITY_DN56339_c0_g1_i1,Tbi_TRINITY_DN67563_c0_g2_i1
RBBH-13964,Tte_TRINITY_DN20093_c0_g1_i1,Tbi_TRINITY_DN53189_c0_g1_i1
RBBH-13966,Tte_TRINITY_DN28544_c0_g1_i3,Tbi_TRINITY_DN64172_c0_g1_i1
RBBH-13967,Tte_TRINITY_DN3107_c0_g1_i1,Tbi_TRINITY_DN20980_c0_g1_i1
RBBH-13968,Tte_TRINITY_DN17568_c0_g3_i1,Tbi_TRINITY_DN54834_c0_g1_i1
RBBH-13969,Tte_TRINITY_DN23428_c0_g1_i1,Tbi_TRINITY_DN65016_c0_g1_i2
RBBH-1397,Tte_TRINITY_DN15114_c0_g1_i2,Tbi_TRINITY_DN61873_c0_g1_i1
RBBH-13970,Tte_TRINITY_DN29619_c7_g4_i1,Tbi_TRINITY_DN102445_c0_g1_i1
RBBH-13971,Tte_TRINITY_DN30120_c0_g1_i1,Tbi_TRINITY_DN36303_c0_g1_i1
RBBH-13972,Tte_TRINITY_DN28904_c0_g2_i2,Tbi_TRINITY_DN71744_c0_g1_i4
RBBH-13974,Tte_TRINITY_DN47638_c0_g1_i1,Tbi_TRINITY_DN69268_c0_g1_i2
RBBH-13976,Tte_TRINITY_DN10592_c0_g1_i1,Tbi_TRINITY_DN46485_c0_g1_i1
RBBH-13977,Tte_TRINITY_DN28432_c7_g9_i1,Tbi_TRINITY_DN56029_c0_g1_i1
RBBH-13978,Tte_TRINITY_DN38959_c0_g1_i1,Tbi_TRINITY_DN28420_c0_g1_i1
RBBH-13979,Tte_TRINITY_DN36_c0_g1_i1,Tbi_TRINITY_DN63136_c0_g1_i1
RBBH-1398,Tte_TRINITY_DN56184_c0_g1_i1,Tbi_TRINITY_DN100817_c0_g1_i1
RBBH-13980,Tte_TRINITY_DN26087_c0_g1_i1,Tbi_TRINITY_DN72459_c0_g3_i1
RBBH-13983,Tte_TRINITY_DN29101_c4_g1_i1,Tbi_TRINITY_DN70533_c0_g1_i1
RBBH-13984,Tte_TRINITY_DN26764_c3_g1_i1,Tbi_TRINITY_DN69593_c4_g1_i1
RBBH-13985,Tte_TRINITY_DN26527_c1_g2_i2,Tbi_TRINITY_DN69784_c1_g2_i2
RBBH-13987,Tte_TRINITY_DN23417_c0_g2_i1,Tbi_TRINITY_DN58088_c0_g2_i1
RBBH-13988,Tte_TRINITY_DN27016_c0_g1_i1,Tbi_TRINITY_DN64929_c0_g1_i2
RBBH-13989,Tte_TRINITY_DN2245_c0_g2_i1,Tbi_TRINITY_DN56379_c0_g1_i2
RBBH-13990,Tte_TRINITY_DN76109_c0_g1_i1,Tbi_TRINITY_DN65171_c1_g1_i1
RBBH-13991,Tte_TRINITY_DN7030_c0_g2_i1,Tbi_TRINITY_DN66839_c0_g1_i1
RBBH-13992,Tte_TRINITY_DN29041_c0_g2_i1,Tbi_TRINITY_DN26606_c0_g1_i1
RBBH-13994,Tte_TRINITY_DN29493_c2_g2_i1,Tbi_TRINITY_DN68814_c6_g1_i1
RBBH-13995,Tte_TRINITY_DN12050_c1_g1_i1,Tbi_TRINITY_DN19439_c0_g1_i1
RBBH-13996,Tte_TRINITY_DN26117_c0_g1_i9,Tbi_TRINITY_DN69218_c0_g1_i5
RBBH-13997,Tte_TRINITY_DN11481_c0_g2_i1,Tbi_TRINITY_DN35874_c0_g2_i1
RBBH-13998,Tte_TRINITY_DN25409_c0_g2_i1,Tbi_TRINITY_DN71030_c3_g5_i1
RBBH-13999,Tte_TRINITY_DN22728_c0_g1_i1,Tbi_TRINITY_DN64848_c0_g1_i1
RBBH-14,Tte_TRINITY_DN7244_c0_g1_i1,Tbi_TRINITY_DN57079_c0_g1_i1
RBBH-140,Tte_TRINITY_DN29130_c1_g1_i1,Tbi_TRINITY_DN36006_c0_g1_i1
RBBH-1400,Tte_TRINITY_DN14279_c0_g1_i1,Tbi_TRINITY_DN51215_c0_g1_i1
RBBH-14000,Tte_TRINITY_DN71097_c0_g1_i1,Tbi_TRINITY_DN12448_c0_g1_i1
RBBH-14001,Tte_TRINITY_DN24605_c0_g1_i1,Tbi_TRINITY_DN67057_c9_g1_i1
RBBH-14002,Tte_TRINITY_DN39686_c0_g1_i1,Tbi_TRINITY_DN48096_c0_g1_i1
RBBH-14004,Tte_TRINITY_DN29965_c14_g5_i1,Tbi_TRINITY_DN50421_c0_g1_i1
RBBH-14005,Tte_TRINITY_DN65140_c0_g1_i1,Tbi_TRINITY_DN53746_c0_g2_i1
RBBH-14006,Tte_TRINITY_DN74880_c0_g1_i1,Tbi_TRINITY_DN24819_c0_g1_i1
RBBH-14007,Tte_TRINITY_DN29470_c1_g1_i1,Tbi_TRINITY_DN72396_c14_g1_i1
RBBH-14008,Tte_TRINITY_DN42433_c0_g1_i1,Tbi_TRINITY_DN28157_c0_g1_i1
RBBH-14009,Tte_TRINITY_DN13756_c0_g1_i1,Tbi_TRINITY_DN68305_c4_g1_i1
RBBH-1401,Tte_TRINITY_DN23438_c1_g2_i1,Tbi_TRINITY_DN67458_c0_g1_i1
RBBH-14010,Tte_TRINITY_DN47258_c0_g1_i1,Tbi_TRINITY_DN65392_c0_g1_i1
RBBH-14011,Tte_TRINITY_DN28058_c2_g1_i1,Tbi_TRINITY_DN66510_c0_g2_i1
RBBH-14012,Tte_TRINITY_DN79909_c0_g1_i1,Tbi_TRINITY_DN11255_c0_g1_i1
RBBH-14013,Tte_TRINITY_DN10864_c0_g1_i1,Tbi_TRINITY_DN54640_c0_g1_i1
RBBH-14014,Tte_TRINITY_DN31350_c0_g1_i1,Tbi_TRINITY_DN70884_c9_g3_i1
RBBH-14016,Tte_TRINITY_DN49654_c0_g1_i1,Tbi_TRINITY_DN66099_c2_g3_i1
RBBH-14018,Tte_TRINITY_DN29672_c4_g2_i1,Tbi_TRINITY_DN69647_c7_g1_i3
RBBH-14019,Tte_TRINITY_DN10591_c0_g1_i1,Tbi_TRINITY_DN61306_c2_g2_i1
RBBH-1402,Tte_TRINITY_DN30778_c0_g1_i1,Tbi_TRINITY_DN66585_c0_g6_i1
RBBH-14020,Tte_TRINITY_DN24017_c0_g1_i2,Tbi_TRINITY_DN69284_c3_g1_i1
RBBH-14021,Tte_TRINITY_DN38853_c0_g1_i1,Tbi_TRINITY_DN72674_c0_g1_i1
RBBH-14022,Tte_TRINITY_DN54461_c0_g1_i1,Tbi_TRINITY_DN48958_c0_g1_i1
RBBH-14023,Tte_TRINITY_DN29036_c6_g18_i1,Tbi_TRINITY_DN68636_c2_g4_i1
RBBH-14024,Tte_TRINITY_DN28111_c1_g1_i1,Tbi_TRINITY_DN68499_c3_g1_i1
RBBH-14025,Tte_TRINITY_DN20438_c0_g1_i1,Tbi_TRINITY_DN69076_c0_g2_i2
RBBH-14026,Tte_TRINITY_DN15450_c0_g2_i1,Tbi_TRINITY_DN63348_c0_g1_i1
RBBH-14027,Tte_TRINITY_DN48938_c0_g1_i1,Tbi_TRINITY_DN16246_c0_g1_i1
RBBH-14028,Tte_TRINITY_DN18862_c0_g1_i1,Tbi_TRINITY_DN64746_c0_g1_i1
RBBH-14029,Tte_TRINITY_DN16303_c0_g1_i2,Tbi_TRINITY_DN67523_c0_g1_i2
