Match_col,Tsi,Tcm
RBBH-12429,Tsi_TRINITY_DN31098_c4_g6_i1,Tcm_TRINITY_DN97377_c4_g5_i1
RBBH-12431,Tsi_TRINITY_DN64921_c0_g1_i1,Tcm_TRINITY_DN84476_c0_g1_i1
RBBH-12432,Tsi_TRINITY_DN31535_c1_g1_i1,Tcm_TRINITY_DN105077_c0_g1_i2
RBBH-12434,Tsi_TRINITY_DN32012_c3_g1_i1,Tcm_TRINITY_DN100282_c3_g4_i2
RBBH-12435,Tsi_TRINITY_DN25537_c0_g1_i1,Tcm_TRINITY_DN99467_c0_g2_i1
RBBH-12436,Tsi_TRINITY_DN7582_c0_g2_i1,Tcm_TRINITY_DN100203_c7_g3_i3
RBBH-12437,Tsi_TRINITY_DN4216_c1_g1_i1,Tcm_TRINITY_DN99366_c0_g1_i2
RBBH-12439,Tsi_TRINITY_DN26483_c0_g2_i1,Tcm_TRINITY_DN96320_c0_g3_i1
RBBH-1244,Tsi_TRINITY_DN31178_c0_g1_i1,Tcm_TRINITY_DN99866_c0_g1_i1
RBBH-12440,Tsi_TRINITY_DN17248_c0_g1_i2,Tcm_TRINITY_DN93213_c0_g2_i2
RBBH-12441,Tsi_TRINITY_DN37057_c0_g1_i1,Tcm_TRINITY_DN104199_c0_g4_i1
RBBH-12444,Tsi_TRINITY_DN21368_c0_g2_i2,Tcm_TRINITY_DN97030_c3_g1_i2
RBBH-12445,Tsi_TRINITY_DN3706_c0_g1_i1,Tcm_TRINITY_DN83356_c0_g1_i1
RBBH-12446,Tsi_TRINITY_DN24190_c0_g1_i1,Tcm_TRINITY_DN107177_c0_g1_i1
RBBH-12448,Tsi_TRINITY_DN28828_c0_g1_i3,Tcm_TRINITY_DN107318_c5_g3_i5
RBBH-12450,Tsi_TRINITY_DN22686_c0_g1_i1,Tcm_TRINITY_DN105940_c2_g8_i1
RBBH-12452,Tsi_TRINITY_DN30681_c1_g1_i1,Tcm_TRINITY_DN90740_c1_g1_i1
RBBH-12453,Tsi_TRINITY_DN55749_c0_g1_i1,Tcm_TRINITY_DN65578_c0_g1_i1
RBBH-12454,Tsi_TRINITY_DN2529_c0_g1_i1,Tcm_TRINITY_DN97065_c0_g1_i1
RBBH-12455,Tsi_TRINITY_DN31967_c0_g3_i11,Tcm_TRINITY_DN105007_c6_g8_i2
RBBH-12456,Tsi_TRINITY_DN62099_c0_g1_i1,Tcm_TRINITY_DN107106_c3_g6_i5
RBBH-12457,Tsi_TRINITY_DN30894_c5_g5_i1,Tcm_TRINITY_DN102870_c7_g1_i2
RBBH-12458,Tsi_TRINITY_DN37162_c0_g1_i1,Tcm_TRINITY_DN106299_c7_g1_i1
RBBH-12459,Tsi_TRINITY_DN50048_c0_g1_i1,Tcm_TRINITY_DN74015_c0_g1_i1
RBBH-1246,Tsi_TRINITY_DN29060_c0_g1_i1,Tcm_TRINITY_DN99846_c0_g1_i3
RBBH-12460,Tsi_TRINITY_DN64430_c0_g1_i1,Tcm_TRINITY_DN103350_c1_g2_i1
RBBH-12461,Tsi_TRINITY_DN16206_c0_g3_i1,Tcm_TRINITY_DN96233_c0_g1_i1
RBBH-12462,Tsi_TRINITY_DN53311_c0_g1_i1,Tcm_TRINITY_DN100353_c7_g2_i1
RBBH-12464,Tsi_TRINITY_DN39339_c0_g1_i1,Tcm_TRINITY_DN102794_c0_g7_i1
RBBH-12466,Tsi_TRINITY_DN59681_c0_g1_i1,Tcm_TRINITY_DN86471_c0_g1_i1
RBBH-12467,Tsi_TRINITY_DN21872_c0_g1_i1,Tcm_TRINITY_DN96042_c0_g1_i1
RBBH-12468,Tsi_TRINITY_DN53756_c0_g1_i1,Tcm_TRINITY_DN99672_c2_g1_i1
RBBH-12469,Tsi_TRINITY_DN5142_c0_g1_i1,Tcm_TRINITY_DN88516_c0_g1_i1
RBBH-1247,Tsi_TRINITY_DN3997_c0_g1_i1,Tcm_TRINITY_DN96316_c0_g1_i1
RBBH-12470,Tsi_TRINITY_DN8982_c0_g1_i1,Tcm_TRINITY_DN91777_c0_g1_i1
RBBH-12471,Tsi_TRINITY_DN29845_c1_g2_i1,Tcm_TRINITY_DN96116_c2_g2_i1
RBBH-12472,Tsi_TRINITY_DN31710_c1_g2_i1,Tcm_TRINITY_DN102376_c4_g10_i1
RBBH-12475,Tsi_TRINITY_DN27614_c0_g3_i1,Tcm_TRINITY_DN102198_c0_g1_i1
RBBH-12476,Tsi_TRINITY_DN30376_c0_g1_i1,Tcm_TRINITY_DN92760_c2_g1_i1
RBBH-12477,Tsi_TRINITY_DN16627_c0_g1_i1,Tcm_TRINITY_DN98736_c0_g1_i2
RBBH-12478,Tsi_TRINITY_DN35395_c0_g1_i1,Tcm_TRINITY_DN90165_c0_g1_i2
RBBH-12479,Tsi_TRINITY_DN18604_c0_g1_i1,Tcm_TRINITY_DN85052_c0_g1_i1
RBBH-1248,Tsi_TRINITY_DN26730_c0_g1_i1,Tcm_TRINITY_DN97607_c0_g1_i4
RBBH-12480,Tsi_TRINITY_DN31105_c1_g1_i3,Tcm_TRINITY_DN104404_c4_g1_i2
RBBH-12481,Tsi_TRINITY_DN15902_c0_g1_i1,Tcm_TRINITY_DN106115_c3_g5_i2
RBBH-12482,Tsi_TRINITY_DN30897_c4_g1_i3,Tcm_TRINITY_DN105757_c1_g2_i1
RBBH-12483,Tsi_TRINITY_DN13093_c0_g2_i1,Tcm_TRINITY_DN57826_c0_g1_i1
RBBH-12484,Tsi_TRINITY_DN31020_c1_g4_i1,Tcm_TRINITY_DN91721_c1_g2_i3
RBBH-12485,Tsi_TRINITY_DN30627_c2_g14_i1,Tcm_TRINITY_DN95257_c0_g1_i1
RBBH-12486,Tsi_TRINITY_DN27639_c2_g5_i1,Tcm_TRINITY_DN99393_c0_g1_i1
RBBH-12487,Tsi_TRINITY_DN31920_c3_g2_i1,Tcm_TRINITY_DN97379_c0_g1_i2
RBBH-12488,Tsi_TRINITY_DN22067_c0_g1_i1,Tcm_TRINITY_DN101287_c5_g1_i2
RBBH-12489,Tsi_TRINITY_DN17235_c0_g2_i1,Tcm_TRINITY_DN104600_c0_g1_i1
RBBH-1249,Tsi_TRINITY_DN59912_c0_g1_i1,Tcm_TRINITY_DN28112_c0_g1_i1
RBBH-12490,Tsi_TRINITY_DN29491_c2_g1_i1,Tcm_TRINITY_DN104809_c1_g1_i1
RBBH-12491,Tsi_TRINITY_DN31467_c16_g10_i1,Tcm_TRINITY_DN96289_c9_g1_i1
RBBH-12492,Tsi_TRINITY_DN46650_c0_g1_i1,Tcm_TRINITY_DN86835_c0_g1_i1
RBBH-12493,Tsi_TRINITY_DN2782_c0_g1_i1,Tcm_TRINITY_DN97447_c0_g1_i1
RBBH-12494,Tsi_TRINITY_DN22689_c0_g1_i1,Tcm_TRINITY_DN37494_c0_g1_i1
RBBH-12495,Tsi_TRINITY_DN24131_c0_g1_i2,Tcm_TRINITY_DN99102_c0_g2_i5
RBBH-12496,Tsi_TRINITY_DN15716_c0_g1_i1,Tcm_TRINITY_DN105507_c9_g1_i2
RBBH-12497,Tsi_TRINITY_DN23741_c0_g1_i1,Tcm_TRINITY_DN105364_c1_g1_i5
RBBH-12498,Tsi_TRINITY_DN69144_c0_g1_i1,Tcm_TRINITY_DN87704_c0_g1_i1
RBBH-12499,Tsi_TRINITY_DN27867_c1_g4_i1,Tcm_TRINITY_DN86757_c1_g1_i1
RBBH-125,Tsi_TRINITY_DN11339_c0_g1_i1,Tcm_TRINITY_DN79522_c0_g1_i2
RBBH-12500,Tsi_TRINITY_DN29565_c0_g1_i1,Tcm_TRINITY_DN100259_c1_g1_i1
RBBH-12502,Tsi_TRINITY_DN8484_c0_g1_i1,Tcm_TRINITY_DN65938_c0_g3_i1
RBBH-12503,Tsi_TRINITY_DN63546_c0_g1_i1,Tcm_TRINITY_DN62353_c0_g1_i1
RBBH-12504,Tsi_TRINITY_DN31842_c1_g3_i2,Tcm_TRINITY_DN100941_c2_g1_i1
RBBH-12505,Tsi_TRINITY_DN69751_c0_g1_i1,Tcm_TRINITY_DN56293_c0_g1_i1
RBBH-12508,Tsi_TRINITY_DN22708_c0_g1_i1,Tcm_TRINITY_DN106935_c11_g1_i1
RBBH-12509,Tsi_TRINITY_DN27035_c0_g1_i1,Tcm_TRINITY_DN106312_c3_g1_i1
RBBH-1251,Tsi_TRINITY_DN6852_c0_g1_i1,Tcm_TRINITY_DN99734_c0_g1_i4
RBBH-12510,Tsi_TRINITY_DN27745_c0_g1_i3,Tcm_TRINITY_DN99616_c0_g1_i1
RBBH-12511,Tsi_TRINITY_DN67458_c0_g1_i1,Tcm_TRINITY_DN73882_c0_g1_i2
RBBH-12512,Tsi_TRINITY_DN28701_c4_g1_i1,Tcm_TRINITY_DN107098_c1_g1_i1
RBBH-12513,Tsi_TRINITY_DN27655_c0_g4_i1,Tcm_TRINITY_DN106674_c8_g1_i1
RBBH-12515,Tsi_TRINITY_DN17988_c0_g1_i1,Tcm_TRINITY_DN100739_c0_g1_i2
RBBH-12516,Tsi_TRINITY_DN18203_c0_g1_i1,Tcm_TRINITY_DN65490_c0_g1_i1
RBBH-12517,Tsi_TRINITY_DN36472_c0_g1_i1,Tcm_TRINITY_DN99239_c0_g1_i1
RBBH-12518,Tsi_TRINITY_DN10897_c0_g1_i1,Tcm_TRINITY_DN82755_c0_g1_i1
RBBH-12519,Tsi_TRINITY_DN19754_c0_g2_i1,Tcm_TRINITY_DN97119_c0_g2_i1
RBBH-1252,Tsi_TRINITY_DN33479_c0_g1_i1,Tcm_TRINITY_DN96054_c1_g1_i1
RBBH-12520,Tsi_TRINITY_DN27536_c0_g1_i1,Tcm_TRINITY_DN101230_c0_g1_i1
RBBH-12521,Tsi_TRINITY_DN57319_c0_g1_i1,Tcm_TRINITY_DN53272_c0_g1_i1
RBBH-12522,Tsi_TRINITY_DN561_c0_g1_i1,Tcm_TRINITY_DN105928_c0_g1_i2
RBBH-12523,Tsi_TRINITY_DN73516_c0_g1_i1,Tcm_TRINITY_DN65010_c0_g1_i1
RBBH-12524,Tsi_TRINITY_DN31510_c2_g2_i1,Tcm_TRINITY_DN105311_c5_g1_i1
RBBH-12525,Tsi_TRINITY_DN47076_c0_g1_i1,Tcm_TRINITY_DN71550_c0_g2_i1
RBBH-12526,Tsi_TRINITY_DN24482_c0_g1_i1,Tcm_TRINITY_DN99345_c0_g1_i1
RBBH-12527,Tsi_TRINITY_DN19403_c0_g2_i1,Tcm_TRINITY_DN99453_c0_g1_i1
RBBH-12528,Tsi_TRINITY_DN29065_c0_g1_i1,Tcm_TRINITY_DN106667_c1_g1_i2
RBBH-12529,Tsi_TRINITY_DN68100_c0_g1_i1,Tcm_TRINITY_DN84678_c2_g1_i1
RBBH-1253,Tsi_TRINITY_DN31852_c0_g1_i1,Tcm_TRINITY_DN91257_c0_g1_i1
RBBH-12530,Tsi_TRINITY_DN26588_c0_g1_i1,Tcm_TRINITY_DN105888_c1_g2_i1
RBBH-12531,Tsi_TRINITY_DN14069_c0_g1_i1,Tcm_TRINITY_DN78164_c0_g1_i1
RBBH-12532,Tsi_TRINITY_DN30462_c11_g4_i2,Tcm_TRINITY_DN107022_c1_g1_i1
RBBH-12533,Tsi_TRINITY_DN4045_c0_g1_i1,Tcm_TRINITY_DN69137_c0_g1_i1
RBBH-12534,Tsi_TRINITY_DN60409_c0_g1_i1,Tcm_TRINITY_DN94148_c1_g1_i1
RBBH-12535,Tsi_TRINITY_DN31582_c8_g7_i1,Tcm_TRINITY_DN77785_c0_g2_i1
RBBH-12537,Tsi_TRINITY_DN909_c0_g2_i1,Tcm_TRINITY_DN93568_c0_g1_i2
RBBH-12538,Tsi_TRINITY_DN6664_c0_g1_i1,Tcm_TRINITY_DN103409_c0_g1_i2
RBBH-12539,Tsi_TRINITY_DN26584_c0_g1_i4,Tcm_TRINITY_DN105238_c0_g2_i2
RBBH-1254,Tsi_TRINITY_DN9900_c0_g2_i1,Tcm_TRINITY_DN92914_c0_g1_i1
RBBH-12540,Tsi_TRINITY_DN39671_c0_g1_i1,Tcm_TRINITY_DN104089_c4_g2_i1
RBBH-12541,Tsi_TRINITY_DN518_c0_g1_i1,Tcm_TRINITY_DN82708_c0_g2_i1
RBBH-12542,Tsi_TRINITY_DN30379_c2_g2_i1,Tcm_TRINITY_DN107095_c7_g4_i4
RBBH-12543,Tsi_TRINITY_DN30418_c1_g1_i1,Tcm_TRINITY_DN74578_c0_g1_i1
RBBH-12544,Tsi_TRINITY_DN22136_c0_g1_i1,Tcm_TRINITY_DN103855_c0_g1_i2
RBBH-12545,Tsi_TRINITY_DN39423_c0_g1_i1,Tcm_TRINITY_DN95572_c0_g1_i1
RBBH-12546,Tsi_TRINITY_DN53702_c0_g1_i1,Tcm_TRINITY_DN86921_c1_g1_i1
RBBH-12547,Tsi_TRINITY_DN27549_c0_g2_i1,Tcm_TRINITY_DN90970_c0_g1_i1
RBBH-12548,Tsi_TRINITY_DN30661_c0_g3_i1,Tcm_TRINITY_DN92201_c0_g1_i1
RBBH-12549,Tsi_TRINITY_DN29718_c1_g1_i1,Tcm_TRINITY_DN107133_c9_g1_i2
RBBH-1255,Tsi_TRINITY_DN30998_c4_g1_i1,Tcm_TRINITY_DN104970_c4_g8_i1
RBBH-12550,Tsi_TRINITY_DN21232_c0_g1_i1,Tcm_TRINITY_DN106699_c1_g1_i1
RBBH-12551,Tsi_TRINITY_DN25326_c0_g1_i1,Tcm_TRINITY_DN104398_c0_g1_i1
RBBH-12552,Tsi_TRINITY_DN22321_c0_g1_i1,Tcm_TRINITY_DN46843_c0_g1_i1
RBBH-12553,Tsi_TRINITY_DN54446_c0_g1_i1,Tcm_TRINITY_DN33224_c0_g1_i1
RBBH-12554,Tsi_TRINITY_DN47279_c0_g1_i1,Tcm_TRINITY_DN96955_c0_g1_i1
RBBH-12555,Tsi_TRINITY_DN27619_c0_g2_i1,Tcm_TRINITY_DN105838_c0_g1_i7
RBBH-12557,Tsi_TRINITY_DN4424_c0_g1_i1,Tcm_TRINITY_DN70868_c0_g1_i1
RBBH-12558,Tsi_TRINITY_DN24899_c0_g1_i2,Tcm_TRINITY_DN88825_c0_g1_i1
RBBH-1256,Tsi_TRINITY_DN29991_c0_g1_i1,Tcm_TRINITY_DN74759_c0_g1_i1
RBBH-12560,Tsi_TRINITY_DN18980_c0_g1_i1,Tcm_TRINITY_DN91644_c0_g2_i1
RBBH-12561,Tsi_TRINITY_DN15713_c0_g1_i1,Tcm_TRINITY_DN54373_c0_g1_i1
RBBH-12562,Tsi_TRINITY_DN61551_c0_g1_i1,Tcm_TRINITY_DN102474_c0_g1_i1
RBBH-12563,Tsi_TRINITY_DN27194_c0_g1_i1,Tcm_TRINITY_DN97387_c0_g1_i2
RBBH-12564,Tsi_TRINITY_DN23219_c0_g2_i1,Tcm_TRINITY_DN105273_c0_g2_i1
RBBH-12567,Tsi_TRINITY_DN31387_c0_g1_i4,Tcm_TRINITY_DN100130_c0_g1_i1
RBBH-12569,Tsi_TRINITY_DN28825_c0_g2_i1,Tcm_TRINITY_DN77477_c0_g2_i2
RBBH-1257,Tsi_TRINITY_DN52622_c0_g1_i1,Tcm_TRINITY_DN55640_c0_g1_i1
RBBH-12570,Tsi_TRINITY_DN28715_c0_g1_i2,Tcm_TRINITY_DN102485_c0_g1_i5
RBBH-12572,Tsi_TRINITY_DN26478_c0_g1_i2,Tcm_TRINITY_DN96699_c0_g1_i1
RBBH-12573,Tsi_TRINITY_DN31957_c5_g2_i1,Tcm_TRINITY_DN101847_c1_g3_i6
RBBH-12574,Tsi_TRINITY_DN53547_c0_g1_i1,Tcm_TRINITY_DN123205_c0_g2_i1
RBBH-12575,Tsi_TRINITY_DN19642_c0_g1_i1,Tcm_TRINITY_DN89677_c0_g1_i1
RBBH-12576,Tsi_TRINITY_DN45639_c0_g1_i1,Tcm_TRINITY_DN81178_c0_g1_i1
RBBH-12578,Tsi_TRINITY_DN59942_c0_g1_i1,Tcm_TRINITY_DN81846_c0_g1_i1
RBBH-12579,Tsi_TRINITY_DN30338_c0_g1_i1,Tcm_TRINITY_DN99123_c0_g1_i3
RBBH-1258,Tsi_TRINITY_DN62963_c0_g1_i1,Tcm_TRINITY_DN103227_c0_g3_i2
RBBH-12580,Tsi_TRINITY_DN41369_c0_g1_i1,Tcm_TRINITY_DN69496_c0_g1_i2
RBBH-12581,Tsi_TRINITY_DN9138_c0_g1_i1,Tcm_TRINITY_DN89220_c0_g1_i1
RBBH-12582,Tsi_TRINITY_DN61498_c0_g1_i1,Tcm_TRINITY_DN105541_c6_g1_i1
RBBH-12583,Tsi_TRINITY_DN31362_c0_g1_i1,Tcm_TRINITY_DN98725_c0_g1_i1
RBBH-12584,Tsi_TRINITY_DN67024_c0_g1_i1,Tcm_TRINITY_DN89893_c0_g1_i1
RBBH-12585,Tsi_TRINITY_DN31395_c10_g2_i1,Tcm_TRINITY_DN86808_c0_g1_i1
RBBH-12586,Tsi_TRINITY_DN26344_c0_g1_i1,Tcm_TRINITY_DN96045_c0_g4_i1
RBBH-12587,Tsi_TRINITY_DN32255_c0_g1_i1,Tcm_TRINITY_DN95438_c0_g1_i1
RBBH-12588,Tsi_TRINITY_DN26430_c0_g2_i3,Tcm_TRINITY_DN93186_c0_g1_i2
RBBH-1259,Tsi_TRINITY_DN29641_c0_g1_i1,Tcm_TRINITY_DN101618_c2_g1_i2
RBBH-12590,Tsi_TRINITY_DN6460_c0_g1_i1,Tcm_TRINITY_DN97540_c0_g1_i1
RBBH-12591,Tsi_TRINITY_DN30924_c4_g3_i3,Tcm_TRINITY_DN75032_c0_g1_i1
RBBH-12592,Tsi_TRINITY_DN7874_c0_g1_i1,Tcm_TRINITY_DN104794_c0_g1_i2
RBBH-12593,Tsi_TRINITY_DN67105_c0_g1_i1,Tcm_TRINITY_DN99262_c0_g1_i2
RBBH-12594,Tsi_TRINITY_DN28522_c4_g2_i1,Tcm_TRINITY_DN106372_c6_g3_i1
RBBH-12595,Tsi_TRINITY_DN16800_c0_g1_i1,Tcm_TRINITY_DN106528_c0_g2_i2
RBBH-12596,Tsi_TRINITY_DN7603_c0_g1_i1,Tcm_TRINITY_DN100342_c1_g1_i1
RBBH-12597,Tsi_TRINITY_DN31735_c7_g1_i1,Tcm_TRINITY_DN102339_c5_g1_i1
RBBH-12599,Tsi_TRINITY_DN53851_c0_g1_i1,Tcm_TRINITY_DN103846_c10_g2_i1
RBBH-1260,Tsi_TRINITY_DN24345_c0_g1_i1,Tcm_TRINITY_DN93451_c0_g1_i2
RBBH-12600,Tsi_TRINITY_DN13823_c0_g1_i1,Tcm_TRINITY_DN99808_c1_g6_i1
RBBH-12601,Tsi_TRINITY_DN6703_c0_g1_i1,Tcm_TRINITY_DN74361_c0_g1_i1
RBBH-12602,Tsi_TRINITY_DN16929_c0_g2_i1,Tcm_TRINITY_DN93052_c0_g1_i1
RBBH-12603,Tsi_TRINITY_DN31289_c5_g1_i1,Tcm_TRINITY_DN103435_c0_g6_i1
RBBH-12604,Tsi_TRINITY_DN28170_c0_g1_i2,Tcm_TRINITY_DN105235_c0_g1_i3
RBBH-12605,Tsi_TRINITY_DN31369_c3_g3_i3,Tcm_TRINITY_DN95495_c3_g1_i1
RBBH-12606,Tsi_TRINITY_DN61466_c0_g1_i1,Tcm_TRINITY_DN80617_c0_g1_i1
RBBH-12607,Tsi_TRINITY_DN46008_c0_g1_i1,Tcm_TRINITY_DN95656_c0_g1_i1
RBBH-12608,Tsi_TRINITY_DN16551_c0_g1_i1,Tcm_TRINITY_DN97309_c7_g1_i2
RBBH-12609,Tsi_TRINITY_DN29155_c2_g3_i1,Tcm_TRINITY_DN102231_c0_g1_i1
RBBH-1261,Tsi_TRINITY_DN50628_c0_g1_i1,Tcm_TRINITY_DN102646_c3_g2_i3
RBBH-12610,Tsi_TRINITY_DN17522_c0_g1_i1,Tcm_TRINITY_DN89723_c0_g2_i1
RBBH-12611,Tsi_TRINITY_DN5682_c0_g2_i1,Tcm_TRINITY_DN89955_c0_g1_i1
RBBH-12612,Tsi_TRINITY_DN7001_c0_g2_i1,Tcm_TRINITY_DN88694_c0_g1_i1
RBBH-12613,Tsi_TRINITY_DN24492_c0_g1_i1,Tcm_TRINITY_DN71724_c0_g1_i1
RBBH-12614,Tsi_TRINITY_DN23716_c0_g1_i1,Tcm_TRINITY_DN84788_c0_g1_i1
RBBH-12615,Tsi_TRINITY_DN26583_c1_g2_i1,Tcm_TRINITY_DN96497_c0_g1_i1
RBBH-12616,Tsi_TRINITY_DN32047_c3_g9_i2,Tcm_TRINITY_DN82022_c1_g2_i1
RBBH-12619,Tsi_TRINITY_DN69764_c0_g1_i1,Tcm_TRINITY_DN100487_c0_g2_i4
RBBH-1262,Tsi_TRINITY_DN13574_c0_g2_i1,Tcm_TRINITY_DN105109_c5_g1_i1
RBBH-12620,Tsi_TRINITY_DN60686_c0_g1_i1,Tcm_TRINITY_DN82814_c0_g1_i1
RBBH-12621,Tsi_TRINITY_DN39142_c0_g1_i1,Tcm_TRINITY_DN100728_c0_g1_i1
RBBH-12622,Tsi_TRINITY_DN31675_c0_g1_i1,Tcm_TRINITY_DN105823_c11_g1_i1
RBBH-12623,Tsi_TRINITY_DN14055_c0_g1_i1,Tcm_TRINITY_DN96178_c0_g1_i1
RBBH-12624,Tsi_TRINITY_DN26463_c0_g2_i1,Tcm_TRINITY_DN99326_c0_g2_i1
RBBH-12625,Tsi_TRINITY_DN4880_c0_g1_i1,Tcm_TRINITY_DN83716_c0_g1_i1
RBBH-12626,Tsi_TRINITY_DN14736_c0_g2_i1,Tcm_TRINITY_DN102115_c4_g1_i1
RBBH-12627,Tsi_TRINITY_DN11252_c0_g2_i1,Tcm_TRINITY_DN105432_c2_g1_i1
RBBH-12628,Tsi_TRINITY_DN30924_c5_g2_i1,Tcm_TRINITY_DN104777_c4_g1_i1
RBBH-12629,Tsi_TRINITY_DN66977_c0_g1_i1,Tcm_TRINITY_DN1869_c0_g1_i1
RBBH-12631,Tsi_TRINITY_DN28428_c0_g1_i4,Tcm_TRINITY_DN100532_c0_g1_i2
RBBH-12633,Tsi_TRINITY_DN24239_c0_g1_i1,Tcm_TRINITY_DN107336_c0_g2_i1
RBBH-12636,Tsi_TRINITY_DN27721_c0_g1_i1,Tcm_TRINITY_DN98668_c0_g1_i4
RBBH-12637,Tsi_TRINITY_DN16517_c0_g2_i1,Tcm_TRINITY_DN92733_c1_g13_i2
RBBH-12638,Tsi_TRINITY_DN25808_c0_g1_i1,Tcm_TRINITY_DN105580_c0_g2_i1
RBBH-12639,Tsi_TRINITY_DN31056_c3_g2_i1,Tcm_TRINITY_DN81682_c1_g1_i1
RBBH-12640,Tsi_TRINITY_DN31364_c0_g4_i3,Tcm_TRINITY_DN67880_c0_g1_i2
RBBH-12641,Tsi_TRINITY_DN31146_c3_g1_i1,Tcm_TRINITY_DN101986_c6_g1_i4
RBBH-12642,Tsi_TRINITY_DN28852_c1_g1_i1,Tcm_TRINITY_DN105904_c1_g3_i1
RBBH-12643,Tsi_TRINITY_DN31857_c0_g1_i1,Tcm_TRINITY_DN40397_c0_g1_i1
RBBH-12644,Tsi_TRINITY_DN47025_c0_g1_i1,Tcm_TRINITY_DN91725_c0_g2_i1
RBBH-12645,Tsi_TRINITY_DN27120_c0_g2_i1,Tcm_TRINITY_DN105935_c4_g1_i1
RBBH-12646,Tsi_TRINITY_DN71010_c0_g1_i1,Tcm_TRINITY_DN97466_c0_g2_i1
RBBH-12647,Tsi_TRINITY_DN31582_c4_g1_i1,Tcm_TRINITY_DN100702_c8_g1_i2
RBBH-12648,Tsi_TRINITY_DN9888_c0_g1_i1,Tcm_TRINITY_DN90159_c0_g1_i1
RBBH-12649,Tsi_TRINITY_DN31753_c4_g1_i1,Tcm_TRINITY_DN96918_c0_g2_i1
RBBH-1265,Tsi_TRINITY_DN67949_c0_g1_i1,Tcm_TRINITY_DN65748_c0_g2_i1
RBBH-12650,Tsi_TRINITY_DN24558_c3_g1_i1,Tcm_TRINITY_DN91982_c0_g1_i1
RBBH-12651,Tsi_TRINITY_DN64914_c0_g1_i1,Tcm_TRINITY_DN105739_c6_g1_i2
RBBH-12652,Tsi_TRINITY_DN31771_c0_g1_i2,Tcm_TRINITY_DN106693_c0_g1_i2
RBBH-12653,Tsi_TRINITY_DN33474_c0_g1_i1,Tcm_TRINITY_DN103099_c0_g2_i1
RBBH-12655,Tsi_TRINITY_DN13835_c0_g2_i1,Tcm_TRINITY_DN91957_c1_g1_i2
RBBH-12656,Tsi_TRINITY_DN3203_c0_g1_i1,Tcm_TRINITY_DN103089_c0_g1_i2
RBBH-12658,Tsi_TRINITY_DN3617_c0_g1_i1,Tcm_TRINITY_DN102454_c0_g2_i1
RBBH-12659,Tsi_TRINITY_DN31837_c0_g3_i1,Tcm_TRINITY_DN104763_c1_g7_i1
RBBH-1266,Tsi_TRINITY_DN30967_c4_g1_i1,Tcm_TRINITY_DN100199_c3_g1_i3
RBBH-12660,Tsi_TRINITY_DN31098_c5_g10_i1,Tcm_TRINITY_DN106120_c6_g3_i1
RBBH-12661,Tsi_TRINITY_DN388_c0_g1_i1,Tcm_TRINITY_DN76974_c0_g2_i1
RBBH-12662,Tsi_TRINITY_DN68048_c0_g1_i1,Tcm_TRINITY_DN99472_c0_g1_i1
RBBH-12663,Tsi_TRINITY_DN5588_c0_g1_i1,Tcm_TRINITY_DN95872_c0_g1_i1
RBBH-12664,Tsi_TRINITY_DN60214_c0_g1_i1,Tcm_TRINITY_DN100662_c4_g1_i1
RBBH-12665,Tsi_TRINITY_DN25993_c0_g2_i1,Tcm_TRINITY_DN93726_c0_g2_i2
RBBH-12666,Tsi_TRINITY_DN16171_c0_g1_i1,Tcm_TRINITY_DN75703_c0_g1_i1
RBBH-12667,Tsi_TRINITY_DN67085_c0_g1_i1,Tcm_TRINITY_DN105914_c0_g2_i1
RBBH-12668,Tsi_TRINITY_DN30998_c3_g4_i1,Tcm_TRINITY_DN101328_c0_g1_i1
RBBH-12669,Tsi_TRINITY_DN24086_c0_g1_i1,Tcm_TRINITY_DN101586_c0_g1_i1
RBBH-1267,Tsi_TRINITY_DN25564_c1_g1_i1,Tcm_TRINITY_DN99791_c4_g1_i1
RBBH-12670,Tsi_TRINITY_DN4667_c0_g1_i1,Tcm_TRINITY_DN103380_c0_g1_i2
RBBH-12671,Tsi_TRINITY_DN27838_c0_g1_i1,Tcm_TRINITY_DN103120_c3_g1_i2
RBBH-12673,Tsi_TRINITY_DN26259_c0_g1_i2,Tcm_TRINITY_DN95863_c1_g1_i1
RBBH-12674,Tsi_TRINITY_DN21757_c0_g1_i1,Tcm_TRINITY_DN102988_c3_g1_i1
RBBH-12675,Tsi_TRINITY_DN26200_c0_g1_i1,Tcm_TRINITY_DN105141_c0_g1_i1
RBBH-12676,Tsi_TRINITY_DN20057_c1_g1_i2,Tcm_TRINITY_DN53106_c0_g1_i3
RBBH-12677,Tsi_TRINITY_DN69312_c0_g1_i1,Tcm_TRINITY_DN118627_c0_g1_i1
RBBH-12678,Tsi_TRINITY_DN31730_c10_g11_i1,Tcm_TRINITY_DN107285_c0_g3_i2
RBBH-12679,Tsi_TRINITY_DN13599_c0_g1_i1,Tcm_TRINITY_DN105073_c3_g2_i1
RBBH-1268,Tsi_TRINITY_DN30897_c0_g2_i1,Tcm_TRINITY_DN104111_c1_g1_i2
RBBH-12680,Tsi_TRINITY_DN14209_c0_g1_i1,Tcm_TRINITY_DN105848_c3_g1_i1
RBBH-12681,Tsi_TRINITY_DN30276_c0_g7_i1,Tcm_TRINITY_DN98982_c0_g8_i2
RBBH-12682,Tsi_TRINITY_DN12478_c0_g1_i1,Tcm_TRINITY_DN92654_c0_g2_i2
