Match_col,Tpa,Tge
RBBH-13183,Tpa_TRINITY_DN127045_c0_g1_i4,Tge_TRINITY_DN28982_c0_g1_i1
RBBH-13184,Tpa_TRINITY_DN110178_c1_g1_i2,Tge_TRINITY_DN33250_c0_g1_i1
RBBH-13185,Tpa_TRINITY_DN125620_c1_g2_i1,Tge_TRINITY_DN46846_c4_g1_i1
RBBH-13187,Tpa_TRINITY_DN138022_c0_g1_i1,Tge_TRINITY_DN22712_c0_g1_i1
RBBH-13189,Tpa_TRINITY_DN125680_c0_g1_i4,Tge_TRINITY_DN42208_c0_g1_i1
RBBH-1319,Tpa_TRINITY_DN141415_c0_g1_i1,Tge_TRINITY_DN45296_c0_g1_i2
RBBH-13190,Tpa_TRINITY_DN126103_c3_g1_i1,Tge_TRINITY_DN47109_c5_g9_i2
RBBH-13191,Tpa_TRINITY_DN139397_c6_g2_i1,Tge_TRINITY_DN48058_c14_g1_i1
RBBH-13192,Tpa_TRINITY_DN142064_c2_g7_i2,Tge_TRINITY_DN47314_c0_g1_i8
RBBH-13193,Tpa_TRINITY_DN133954_c0_g2_i1,Tge_TRINITY_DN46309_c0_g1_i1
RBBH-13194,Tpa_TRINITY_DN135409_c0_g1_i1,Tge_TRINITY_DN54444_c0_g1_i1
RBBH-13195,Tpa_TRINITY_DN118283_c0_g4_i1,Tge_TRINITY_DN35699_c0_g1_i1
RBBH-13196,Tpa_TRINITY_DN127679_c1_g1_i1,Tge_TRINITY_DN46997_c4_g1_i1
RBBH-13197,Tpa_TRINITY_DN116887_c0_g1_i1,Tge_TRINITY_DN324_c0_g1_i1
RBBH-13198,Tpa_TRINITY_DN125964_c0_g1_i1,Tge_TRINITY_DN11083_c0_g1_i1
RBBH-13199,Tpa_TRINITY_DN139640_c0_g7_i4,Tge_TRINITY_DN47999_c5_g3_i1
RBBH-1320,Tpa_TRINITY_DN133715_c0_g2_i2,Tge_TRINITY_DN30830_c0_g1_i1
RBBH-13200,Tpa_TRINITY_DN142168_c0_g1_i1,Tge_TRINITY_DN43613_c0_g1_i1
RBBH-13201,Tpa_TRINITY_DN141004_c0_g7_i4,Tge_TRINITY_DN45270_c0_g1_i1
RBBH-13202,Tpa_TRINITY_DN131372_c0_g2_i2,Tge_TRINITY_DN34703_c0_g1_i1
RBBH-13203,Tpa_TRINITY_DN142702_c3_g2_i2,Tge_TRINITY_DN47760_c0_g3_i13
RBBH-13204,Tpa_TRINITY_DN137132_c0_g3_i7,Tge_TRINITY_DN18998_c0_g1_i1
RBBH-13205,Tpa_TRINITY_DN137761_c0_g2_i1,Tge_TRINITY_DN37653_c0_g1_i2
RBBH-13206,Tpa_TRINITY_DN119531_c0_g1_i2,Tge_TRINITY_DN47079_c3_g13_i1
RBBH-13207,Tpa_TRINITY_DN139180_c0_g1_i1,Tge_TRINITY_DN42738_c0_g1_i1
RBBH-13208,Tpa_TRINITY_DN108101_c0_g1_i1,Tge_TRINITY_DN47771_c1_g5_i1
RBBH-13209,Tpa_TRINITY_DN99706_c0_g1_i1,Tge_TRINITY_DN12352_c0_g1_i1
RBBH-1321,Tpa_TRINITY_DN130153_c0_g1_i2,Tge_TRINITY_DN29354_c0_g2_i1
RBBH-13210,Tpa_TRINITY_DN134605_c0_g1_i1,Tge_TRINITY_DN32143_c0_g1_i1
RBBH-13211,Tpa_TRINITY_DN134944_c2_g1_i6,Tge_TRINITY_DN15382_c0_g1_i1
RBBH-13212,Tpa_TRINITY_DN143165_c0_g1_i3,Tge_TRINITY_DN39192_c0_g1_i1
RBBH-13213,Tpa_TRINITY_DN82751_c0_g1_i1,Tge_TRINITY_DN67912_c0_g1_i1
RBBH-13214,Tpa_TRINITY_DN105366_c0_g1_i1,Tge_TRINITY_DN20187_c0_g1_i1
RBBH-13216,Tpa_TRINITY_DN141308_c0_g1_i7,Tge_TRINITY_DN30926_c0_g1_i1
RBBH-13217,Tpa_TRINITY_DN123762_c0_g1_i1,Tge_TRINITY_DN36817_c0_g1_i1
RBBH-13218,Tpa_TRINITY_DN140713_c0_g1_i1,Tge_TRINITY_DN47845_c1_g1_i2
RBBH-13219,Tpa_TRINITY_DN101115_c0_g1_i2,Tge_TRINITY_DN43043_c0_g1_i1
RBBH-13220,Tpa_TRINITY_DN138658_c1_g3_i1,Tge_TRINITY_DN46340_c1_g1_i1
RBBH-13221,Tpa_TRINITY_DN141151_c0_g2_i1,Tge_TRINITY_DN44927_c0_g2_i1
RBBH-13222,Tpa_TRINITY_DN143080_c0_g1_i2,Tge_TRINITY_DN24310_c0_g1_i1
RBBH-13223,Tpa_TRINITY_DN141639_c0_g5_i2,Tge_TRINITY_DN43166_c0_g1_i1
RBBH-13224,Tpa_TRINITY_DN136467_c0_g1_i2,Tge_TRINITY_DN42238_c0_g1_i1
RBBH-13225,Tpa_TRINITY_DN135638_c0_g1_i2,Tge_TRINITY_DN30554_c0_g1_i1
RBBH-13226,Tpa_TRINITY_DN130361_c0_g1_i9,Tge_TRINITY_DN30784_c1_g2_i1
RBBH-13227,Tpa_TRINITY_DN105403_c0_g1_i1,Tge_TRINITY_DN29999_c0_g1_i1
RBBH-13228,Tpa_TRINITY_DN131900_c2_g4_i1,Tge_TRINITY_DN47607_c0_g1_i1
RBBH-13229,Tpa_TRINITY_DN135461_c0_g1_i1,Tge_TRINITY_DN43577_c0_g1_i1
RBBH-13230,Tpa_TRINITY_DN113369_c0_g1_i1,Tge_TRINITY_DN44220_c0_g1_i1
RBBH-13231,Tpa_TRINITY_DN132988_c0_g1_i1,Tge_TRINITY_DN29402_c0_g1_i1
RBBH-13232,Tpa_TRINITY_DN99010_c1_g1_i2,Tge_TRINITY_DN764_c0_g3_i1
RBBH-13234,Tpa_TRINITY_DN132012_c10_g1_i2,Tge_TRINITY_DN46588_c3_g2_i1
RBBH-13235,Tpa_TRINITY_DN122862_c0_g1_i1,Tge_TRINITY_DN40439_c0_g1_i1
RBBH-13236,Tpa_TRINITY_DN142988_c2_g1_i1,Tge_TRINITY_DN74132_c0_g1_i1
RBBH-13237,Tpa_TRINITY_DN100109_c0_g1_i1,Tge_TRINITY_DN19169_c0_g1_i1
RBBH-13238,Tpa_TRINITY_DN138895_c0_g15_i6,Tge_TRINITY_DN39390_c0_g1_i2
RBBH-13239,Tpa_TRINITY_DN121958_c0_g2_i2,Tge_TRINITY_DN34539_c0_g1_i2
RBBH-1324,Tpa_TRINITY_DN131749_c0_g2_i1,Tge_TRINITY_DN45593_c5_g2_i1
RBBH-13240,Tpa_TRINITY_DN140979_c2_g2_i2,Tge_TRINITY_DN81382_c0_g1_i1
RBBH-13241,Tpa_TRINITY_DN132899_c0_g1_i1,Tge_TRINITY_DN48169_c0_g2_i1
RBBH-13242,Tpa_TRINITY_DN127879_c0_g1_i1,Tge_TRINITY_DN45962_c0_g1_i1
RBBH-13243,Tpa_TRINITY_DN139780_c0_g4_i1,Tge_TRINITY_DN47071_c0_g3_i2
RBBH-13244,Tpa_TRINITY_DN119997_c0_g1_i1,Tge_TRINITY_DN42623_c0_g25_i1
RBBH-13245,Tpa_TRINITY_DN135512_c0_g6_i1,Tge_TRINITY_DN36939_c0_g1_i1
RBBH-13246,Tpa_TRINITY_DN136163_c0_g1_i3,Tge_TRINITY_DN31431_c0_g1_i1
RBBH-13247,Tpa_TRINITY_DN138986_c1_g1_i5,Tge_TRINITY_DN48101_c5_g3_i1
RBBH-13248,Tpa_TRINITY_DN132259_c1_g1_i1,Tge_TRINITY_DN45900_c1_g4_i1
RBBH-13249,Tpa_TRINITY_DN142575_c0_g5_i2,Tge_TRINITY_DN47102_c3_g2_i9
RBBH-1325,Tpa_TRINITY_DN133638_c0_g1_i1,Tge_TRINITY_DN41345_c0_g1_i1
RBBH-13250,Tpa_TRINITY_DN137984_c2_g1_i3,Tge_TRINITY_DN29156_c0_g1_i1
RBBH-13252,Tpa_TRINITY_DN103023_c0_g1_i1,Tge_TRINITY_DN39883_c0_g1_i1
RBBH-13253,Tpa_TRINITY_DN135257_c0_g1_i1,Tge_TRINITY_DN3838_c0_g2_i1
RBBH-13254,Tpa_TRINITY_DN132726_c0_g1_i2,Tge_TRINITY_DN47714_c0_g1_i1
RBBH-13255,Tpa_TRINITY_DN108334_c0_g1_i1,Tge_TRINITY_DN55031_c0_g1_i1
RBBH-13256,Tpa_TRINITY_DN107749_c0_g2_i1,Tge_TRINITY_DN41295_c0_g1_i1
RBBH-13257,Tpa_TRINITY_DN105370_c0_g1_i1,Tge_TRINITY_DN81167_c0_g1_i1
RBBH-13258,Tpa_TRINITY_DN134641_c5_g1_i3,Tge_TRINITY_DN47705_c1_g1_i1
RBBH-13259,Tpa_TRINITY_DN114115_c0_g1_i1,Tge_TRINITY_DN75074_c0_g1_i1
RBBH-1326,Tpa_TRINITY_DN131203_c0_g1_i1,Tge_TRINITY_DN41924_c0_g1_i1
RBBH-13260,Tpa_TRINITY_DN140526_c0_g2_i1,Tge_TRINITY_DN47959_c0_g4_i2
RBBH-13261,Tpa_TRINITY_DN140323_c0_g4_i3,Tge_TRINITY_DN30162_c0_g2_i1
RBBH-13262,Tpa_TRINITY_DN131595_c1_g1_i2,Tge_TRINITY_DN48099_c13_g5_i2
RBBH-13264,Tpa_TRINITY_DN138450_c3_g4_i2,Tge_TRINITY_DN41307_c0_g1_i2
RBBH-13265,Tpa_TRINITY_DN131042_c0_g1_i3,Tge_TRINITY_DN44465_c0_g1_i2
RBBH-13266,Tpa_TRINITY_DN125557_c0_g2_i1,Tge_TRINITY_DN33364_c0_g2_i1
RBBH-13267,Tpa_TRINITY_DN72021_c0_g1_i1,Tge_TRINITY_DN11291_c0_g1_i1
RBBH-13268,Tpa_TRINITY_DN135732_c0_g1_i7,Tge_TRINITY_DN44824_c2_g1_i1
RBBH-13269,Tpa_TRINITY_DN113816_c0_g1_i1,Tge_TRINITY_DN30159_c0_g1_i2
RBBH-13270,Tpa_TRINITY_DN134223_c0_g1_i2,Tge_TRINITY_DN46225_c0_g1_i2
RBBH-13271,Tpa_TRINITY_DN141699_c4_g1_i2,Tge_TRINITY_DN47700_c5_g3_i2
RBBH-13272,Tpa_TRINITY_DN137073_c4_g6_i7,Tge_TRINITY_DN48097_c4_g1_i1
RBBH-13273,Tpa_TRINITY_DN121962_c0_g2_i5,Tge_TRINITY_DN42974_c0_g1_i1
RBBH-13274,Tpa_TRINITY_DN119154_c0_g1_i1,Tge_TRINITY_DN47220_c8_g1_i1
RBBH-13275,Tpa_TRINITY_DN141127_c0_g1_i1,Tge_TRINITY_DN41852_c0_g2_i1
RBBH-13276,Tpa_TRINITY_DN128837_c0_g2_i3,Tge_TRINITY_DN76045_c0_g1_i1
RBBH-13277,Tpa_TRINITY_DN77750_c0_g1_i1,Tge_TRINITY_DN74118_c0_g1_i1
RBBH-13278,Tpa_TRINITY_DN141153_c0_g1_i1,Tge_TRINITY_DN47351_c6_g2_i1
RBBH-13279,Tpa_TRINITY_DN123463_c1_g1_i1,Tge_TRINITY_DN39209_c1_g1_i1
RBBH-1328,Tpa_TRINITY_DN110874_c0_g1_i1,Tge_TRINITY_DN48021_c2_g1_i1
RBBH-13280,Tpa_TRINITY_DN102742_c1_g1_i1,Tge_TRINITY_DN16678_c0_g1_i1
RBBH-13281,Tpa_TRINITY_DN90059_c0_g1_i1,Tge_TRINITY_DN23274_c0_g1_i1
RBBH-13282,Tpa_TRINITY_DN133363_c0_g1_i1,Tge_TRINITY_DN33798_c0_g1_i1
RBBH-13284,Tpa_TRINITY_DN136346_c0_g1_i1,Tge_TRINITY_DN45487_c0_g1_i1
RBBH-13285,Tpa_TRINITY_DN122151_c0_g1_i1,Tge_TRINITY_DN7220_c0_g2_i1
RBBH-13286,Tpa_TRINITY_DN124323_c0_g1_i3,Tge_TRINITY_DN45636_c0_g1_i1
RBBH-13287,Tpa_TRINITY_DN127463_c0_g2_i1,Tge_TRINITY_DN38530_c0_g1_i2
RBBH-13288,Tpa_TRINITY_DN140701_c0_g1_i1,Tge_TRINITY_DN42461_c0_g2_i1
RBBH-13289,Tpa_TRINITY_DN134673_c0_g1_i1,Tge_TRINITY_DN36392_c0_g1_i1
RBBH-1329,Tpa_TRINITY_DN142909_c0_g2_i2,Tge_TRINITY_DN45989_c0_g1_i5
RBBH-13290,Tpa_TRINITY_DN101107_c1_g1_i1,Tge_TRINITY_DN4240_c0_g1_i1
RBBH-13291,Tpa_TRINITY_DN132693_c0_g1_i2,Tge_TRINITY_DN45629_c1_g1_i1
RBBH-13292,Tpa_TRINITY_DN127329_c0_g1_i1,Tge_TRINITY_DN42338_c0_g1_i4
RBBH-13293,Tpa_TRINITY_DN93001_c0_g1_i1,Tge_TRINITY_DN29619_c0_g1_i1
RBBH-13294,Tpa_TRINITY_DN140283_c1_g4_i2,Tge_TRINITY_DN40905_c0_g1_i2
RBBH-13295,Tpa_TRINITY_DN135648_c3_g2_i1,Tge_TRINITY_DN28857_c0_g1_i2
RBBH-13296,Tpa_TRINITY_DN109252_c0_g1_i1,Tge_TRINITY_DN74133_c0_g1_i1
RBBH-13297,Tpa_TRINITY_DN143321_c0_g1_i1,Tge_TRINITY_DN44854_c0_g1_i1
RBBH-13299,Tpa_TRINITY_DN138360_c0_g2_i1,Tge_TRINITY_DN43602_c0_g1_i6
RBBH-133,Tpa_TRINITY_DN142345_c0_g6_i1,Tge_TRINITY_DN43287_c0_g1_i1
RBBH-1330,Tpa_TRINITY_DN117992_c0_g1_i1,Tge_TRINITY_DN81745_c0_g1_i1
RBBH-13300,Tpa_TRINITY_DN136962_c2_g2_i3,Tge_TRINITY_DN48009_c10_g6_i2
RBBH-13301,Tpa_TRINITY_DN131234_c0_g1_i1,Tge_TRINITY_DN43909_c0_g1_i1
RBBH-13302,Tpa_TRINITY_DN131300_c6_g1_i2,Tge_TRINITY_DN56907_c0_g1_i1
RBBH-13303,Tpa_TRINITY_DN140932_c0_g2_i2,Tge_TRINITY_DN37523_c0_g1_i1
RBBH-13304,Tpa_TRINITY_DN130617_c3_g1_i1,Tge_TRINITY_DN46386_c0_g1_i4
RBBH-13305,Tpa_TRINITY_DN129456_c0_g2_i3,Tge_TRINITY_DN41059_c1_g1_i1
RBBH-13306,Tpa_TRINITY_DN135570_c0_g2_i1,Tge_TRINITY_DN33512_c0_g1_i1
RBBH-13307,Tpa_TRINITY_DN135603_c1_g1_i3,Tge_TRINITY_DN22077_c0_g1_i1
RBBH-13308,Tpa_TRINITY_DN136290_c5_g7_i2,Tge_TRINITY_DN48051_c11_g2_i1
RBBH-13309,Tpa_TRINITY_DN132406_c0_g1_i1,Tge_TRINITY_DN39889_c0_g1_i1
RBBH-1331,Tpa_TRINITY_DN101122_c0_g1_i1,Tge_TRINITY_DN6740_c0_g1_i1
RBBH-13311,Tpa_TRINITY_DN104447_c0_g1_i1,Tge_TRINITY_DN7471_c0_g1_i1
RBBH-13313,Tpa_TRINITY_DN142834_c1_g8_i1,Tge_TRINITY_DN47771_c1_g4_i2
RBBH-13314,Tpa_TRINITY_DN137539_c0_g2_i1,Tge_TRINITY_DN42887_c0_g1_i1
RBBH-13315,Tpa_TRINITY_DN129449_c3_g5_i5,Tge_TRINITY_DN46731_c1_g5_i1
RBBH-13316,Tpa_TRINITY_DN117325_c0_g1_i1,Tge_TRINITY_DN36740_c0_g1_i1
RBBH-13317,Tpa_TRINITY_DN136018_c0_g1_i4,Tge_TRINITY_DN54457_c1_g1_i1
RBBH-13318,Tpa_TRINITY_DN134573_c3_g2_i2,Tge_TRINITY_DN34197_c0_g1_i1
RBBH-13319,Tpa_TRINITY_DN102025_c0_g1_i1,Tge_TRINITY_DN80241_c0_g1_i1
RBBH-1332,Tpa_TRINITY_DN64444_c0_g1_i1,Tge_TRINITY_DN37297_c0_g1_i1
RBBH-13321,Tpa_TRINITY_DN115224_c0_g1_i1,Tge_TRINITY_DN31588_c0_g1_i2
RBBH-13322,Tpa_TRINITY_DN135610_c0_g2_i1,Tge_TRINITY_DN50093_c0_g1_i1
RBBH-13323,Tpa_TRINITY_DN141589_c5_g1_i5,Tge_TRINITY_DN48158_c5_g3_i1
RBBH-13324,Tpa_TRINITY_DN134449_c0_g1_i1,Tge_TRINITY_DN5795_c0_g1_i1
RBBH-13326,Tpa_TRINITY_DN104872_c0_g1_i1,Tge_TRINITY_DN42748_c0_g2_i1
RBBH-13327,Tpa_TRINITY_DN140503_c2_g1_i1,Tge_TRINITY_DN47671_c0_g1_i1
RBBH-13328,Tpa_TRINITY_DN125859_c1_g1_i5,Tge_TRINITY_DN43488_c0_g2_i2
RBBH-13329,Tpa_TRINITY_DN120573_c0_g1_i1,Tge_TRINITY_DN29868_c0_g2_i1
RBBH-1333,Tpa_TRINITY_DN140729_c2_g4_i1,Tge_TRINITY_DN46186_c0_g1_i1
RBBH-13330,Tpa_TRINITY_DN118799_c0_g1_i1,Tge_TRINITY_DN29775_c0_g2_i1
RBBH-13331,Tpa_TRINITY_DN85078_c0_g2_i1,Tge_TRINITY_DN19766_c0_g1_i1
RBBH-13332,Tpa_TRINITY_DN87510_c0_g3_i1,Tge_TRINITY_DN13355_c0_g2_i1
RBBH-13333,Tpa_TRINITY_DN134018_c0_g1_i1,Tge_TRINITY_DN40865_c0_g1_i1
RBBH-13334,Tpa_TRINITY_DN50196_c0_g1_i1,Tge_TRINITY_DN80245_c0_g1_i1
RBBH-13335,Tpa_TRINITY_DN135569_c1_g1_i4,Tge_TRINITY_DN47418_c0_g1_i6
RBBH-13336,Tpa_TRINITY_DN133194_c1_g2_i7,Tge_TRINITY_DN35284_c0_g2_i2
RBBH-13337,Tpa_TRINITY_DN120949_c0_g1_i2,Tge_TRINITY_DN81377_c0_g1_i1
RBBH-13338,Tpa_TRINITY_DN132758_c0_g3_i1,Tge_TRINITY_DN45128_c0_g1_i1
RBBH-13339,Tpa_TRINITY_DN134157_c4_g1_i1,Tge_TRINITY_DN47232_c1_g2_i1
RBBH-1334,Tpa_TRINITY_DN128930_c0_g1_i2,Tge_TRINITY_DN29927_c0_g1_i1
RBBH-13340,Tpa_TRINITY_DN136567_c0_g13_i1,Tge_TRINITY_DN45055_c1_g1_i1
RBBH-13341,Tpa_TRINITY_DN142221_c6_g2_i1,Tge_TRINITY_DN43471_c0_g1_i1
RBBH-13342,Tpa_TRINITY_DN135819_c0_g2_i3,Tge_TRINITY_DN46214_c0_g1_i3
RBBH-13343,Tpa_TRINITY_DN143285_c4_g12_i1,Tge_TRINITY_DN48112_c1_g3_i2
RBBH-13344,Tpa_TRINITY_DN133522_c5_g1_i1,Tge_TRINITY_DN15553_c0_g1_i1
RBBH-13346,Tpa_TRINITY_DN127234_c0_g1_i4,Tge_TRINITY_DN38564_c0_g1_i1
RBBH-13347,Tpa_TRINITY_DN139538_c0_g1_i2,Tge_TRINITY_DN47877_c1_g5_i1
RBBH-13348,Tpa_TRINITY_DN130205_c0_g9_i1,Tge_TRINITY_DN35827_c0_g1_i3
RBBH-13349,Tpa_TRINITY_DN141929_c1_g2_i4,Tge_TRINITY_DN41672_c1_g2_i1
RBBH-1335,Tpa_TRINITY_DN88467_c0_g1_i1,Tge_TRINITY_DN58958_c0_g1_i1
RBBH-13351,Tpa_TRINITY_DN131099_c0_g2_i3,Tge_TRINITY_DN42610_c0_g1_i2
RBBH-13352,Tpa_TRINITY_DN129060_c0_g2_i4,Tge_TRINITY_DN40257_c0_g1_i1
RBBH-13353,Tpa_TRINITY_DN124564_c2_g1_i1,Tge_TRINITY_DN47207_c11_g6_i1
RBBH-13354,Tpa_TRINITY_DN107311_c0_g1_i1,Tge_TRINITY_DN60374_c0_g1_i1
RBBH-13355,Tpa_TRINITY_DN127920_c0_g1_i1,Tge_TRINITY_DN6657_c0_g1_i1
RBBH-13356,Tpa_TRINITY_DN141650_c1_g1_i5,Tge_TRINITY_DN47898_c4_g1_i1
RBBH-13357,Tpa_TRINITY_DN120289_c0_g1_i2,Tge_TRINITY_DN19948_c0_g1_i1
RBBH-13358,Tpa_TRINITY_DN119476_c0_g1_i1,Tge_TRINITY_DN52395_c0_g1_i1
RBBH-13359,Tpa_TRINITY_DN127907_c2_g1_i2,Tge_TRINITY_DN46009_c0_g6_i1
RBBH-1336,Tpa_TRINITY_DN121573_c0_g1_i3,Tge_TRINITY_DN73839_c0_g1_i1
RBBH-13360,Tpa_TRINITY_DN129941_c1_g1_i1,Tge_TRINITY_DN46991_c2_g1_i1
RBBH-13361,Tpa_TRINITY_DN140622_c0_g1_i2,Tge_TRINITY_DN44407_c0_g1_i1
RBBH-13362,Tpa_TRINITY_DN126283_c0_g1_i1,Tge_TRINITY_DN22755_c0_g1_i1
RBBH-13363,Tpa_TRINITY_DN131844_c1_g3_i1,Tge_TRINITY_DN47364_c6_g2_i1
RBBH-13364,Tpa_TRINITY_DN126168_c0_g2_i4,Tge_TRINITY_DN46664_c7_g1_i1
RBBH-13365,Tpa_TRINITY_DN123317_c1_g1_i2,Tge_TRINITY_DN67300_c0_g1_i1
RBBH-13366,Tpa_TRINITY_DN122877_c2_g1_i1,Tge_TRINITY_DN4052_c0_g1_i1
RBBH-13367,Tpa_TRINITY_DN143365_c3_g5_i1,Tge_TRINITY_DN38454_c1_g1_i1
RBBH-13368,Tpa_TRINITY_DN140993_c4_g1_i1,Tge_TRINITY_DN42667_c1_g1_i1
RBBH-13369,Tpa_TRINITY_DN142921_c2_g1_i4,Tge_TRINITY_DN47483_c10_g3_i1
RBBH-1337,Tpa_TRINITY_DN112749_c7_g2_i1,Tge_TRINITY_DN48051_c14_g7_i1
RBBH-13370,Tpa_TRINITY_DN110362_c0_g1_i2,Tge_TRINITY_DN58813_c0_g1_i1
RBBH-13371,Tpa_TRINITY_DN135657_c0_g10_i1,Tge_TRINITY_DN44235_c0_g1_i2
RBBH-13372,Tpa_TRINITY_DN123485_c0_g1_i1,Tge_TRINITY_DN26104_c0_g1_i1
RBBH-13373,Tpa_TRINITY_DN133933_c0_g2_i1,Tge_TRINITY_DN27685_c0_g2_i1
RBBH-13374,Tpa_TRINITY_DN143203_c2_g2_i1,Tge_TRINITY_DN42393_c0_g1_i1
RBBH-13375,Tpa_TRINITY_DN133491_c0_g2_i1,Tge_TRINITY_DN33617_c0_g1_i1
RBBH-13376,Tpa_TRINITY_DN117622_c1_g1_i1,Tge_TRINITY_DN47752_c2_g6_i1
RBBH-13377,Tpa_TRINITY_DN142694_c0_g2_i2,Tge_TRINITY_DN43016_c0_g1_i1
RBBH-13378,Tpa_TRINITY_DN140733_c0_g1_i3,Tge_TRINITY_DN47751_c0_g1_i1
RBBH-13379,Tpa_TRINITY_DN132563_c0_g1_i2,Tge_TRINITY_DN39133_c0_g1_i2
RBBH-1338,Tpa_TRINITY_DN86449_c0_g1_i1,Tge_TRINITY_DN10198_c0_g1_i1
RBBH-13380,Tpa_TRINITY_DN131781_c4_g1_i3,Tge_TRINITY_DN29154_c0_g1_i1
RBBH-13381,Tpa_TRINITY_DN126493_c6_g1_i2,Tge_TRINITY_DN53438_c0_g1_i1
RBBH-13383,Tpa_TRINITY_DN133567_c7_g1_i3,Tge_TRINITY_DN7057_c0_g1_i1
RBBH-13384,Tpa_TRINITY_DN137563_c0_g1_i2,Tge_TRINITY_DN37979_c0_g1_i2
RBBH-13385,Tpa_TRINITY_DN143160_c5_g3_i1,Tge_TRINITY_DN47517_c4_g7_i2
RBBH-13387,Tpa_TRINITY_DN132603_c2_g1_i1,Tge_TRINITY_DN47460_c6_g5_i1
RBBH-13388,Tpa_TRINITY_DN142502_c1_g4_i1,Tge_TRINITY_DN46818_c0_g1_i1
RBBH-13389,Tpa_TRINITY_DN111340_c0_g1_i1,Tge_TRINITY_DN58143_c0_g1_i1
RBBH-13390,Tpa_TRINITY_DN125486_c0_g1_i1,Tge_TRINITY_DN32756_c0_g1_i1
RBBH-13391,Tpa_TRINITY_DN82766_c0_g1_i1,Tge_TRINITY_DN47024_c10_g1_i1
RBBH-13392,Tpa_TRINITY_DN135420_c0_g5_i1,Tge_TRINITY_DN42594_c0_g1_i1
RBBH-13393,Tpa_TRINITY_DN135276_c1_g1_i2,Tge_TRINITY_DN45189_c0_g1_i1
RBBH-13394,Tpa_TRINITY_DN125314_c0_g4_i4,Tge_TRINITY_DN36321_c0_g1_i1
RBBH-13395,Tpa_TRINITY_DN127165_c2_g1_i1,Tge_TRINITY_DN6702_c0_g1_i1
RBBH-13396,Tpa_TRINITY_DN140066_c3_g1_i10,Tge_TRINITY_DN5462_c0_g2_i1
RBBH-13397,Tpa_TRINITY_DN137875_c1_g1_i3,Tge_TRINITY_DN2172_c1_g1_i1
RBBH-13398,Tpa_TRINITY_DN128456_c0_g2_i1,Tge_TRINITY_DN39092_c0_g1_i6
RBBH-13399,Tpa_TRINITY_DN137855_c0_g1_i1,Tge_TRINITY_DN48105_c9_g3_i1
RBBH-134,Tpa_TRINITY_DN139668_c1_g5_i1,Tge_TRINITY_DN43673_c0_g1_i1
RBBH-1340,Tpa_TRINITY_DN127041_c0_g1_i2,Tge_TRINITY_DN44084_c0_g1_i1
RBBH-13400,Tpa_TRINITY_DN140904_c2_g7_i2,Tge_TRINITY_DN46438_c0_g1_i1
RBBH-13402,Tpa_TRINITY_DN140664_c2_g1_i1,Tge_TRINITY_DN41584_c3_g1_i1
RBBH-13403,Tpa_TRINITY_DN142598_c1_g3_i3,Tge_TRINITY_DN46547_c0_g1_i1
RBBH-13404,Tpa_TRINITY_DN140516_c1_g1_i1,Tge_TRINITY_DN47624_c3_g1_i1
RBBH-13405,Tpa_TRINITY_DN132120_c2_g4_i1,Tge_TRINITY_DN45070_c2_g1_i1
RBBH-13407,Tpa_TRINITY_DN131944_c0_g1_i4,Tge_TRINITY_DN44339_c0_g1_i2
RBBH-13408,Tpa_TRINITY_DN132207_c0_g1_i1,Tge_TRINITY_DN45545_c1_g1_i1
RBBH-13409,Tpa_TRINITY_DN131227_c0_g1_i4,Tge_TRINITY_DN30212_c0_g1_i1
RBBH-1341,Tpa_TRINITY_DN135100_c0_g1_i1,Tge_TRINITY_DN47267_c0_g1_i1
RBBH-13410,Tpa_TRINITY_DN135869_c0_g1_i1,Tge_TRINITY_DN42704_c0_g1_i1
RBBH-13411,Tpa_TRINITY_DN121327_c0_g1_i1,Tge_TRINITY_DN23762_c1_g1_i1
RBBH-13412,Tpa_TRINITY_DN129465_c0_g1_i2,Tge_TRINITY_DN36999_c0_g1_i1
RBBH-13413,Tpa_TRINITY_DN141610_c0_g1_i1,Tge_TRINITY_DN47068_c4_g1_i1
RBBH-13414,Tpa_TRINITY_DN140887_c7_g1_i1,Tge_TRINITY_DN3823_c0_g1_i1
RBBH-13415,Tpa_TRINITY_DN108671_c0_g3_i2,Tge_TRINITY_DN34770_c0_g2_i1
RBBH-13416,Tpa_TRINITY_DN127604_c0_g1_i1,Tge_TRINITY_DN38503_c0_g1_i1
RBBH-13417,Tpa_TRINITY_DN128848_c0_g1_i2,Tge_TRINITY_DN79510_c0_g1_i1
RBBH-13418,Tpa_TRINITY_DN111841_c0_g1_i1,Tge_TRINITY_DN36672_c1_g1_i1
RBBH-13419,Tpa_TRINITY_DN143365_c2_g1_i1,Tge_TRINITY_DN46686_c0_g1_i1
RBBH-1342,Tpa_TRINITY_DN129816_c3_g1_i1,Tge_TRINITY_DN29710_c0_g1_i1
RBBH-13420,Tpa_TRINITY_DN139977_c1_g1_i2,Tge_TRINITY_DN41954_c0_g1_i1
RBBH-13421,Tpa_TRINITY_DN138222_c0_g1_i2,Tge_TRINITY_DN44153_c1_g1_i1
RBBH-13422,Tpa_TRINITY_DN102145_c0_g1_i1,Tge_TRINITY_DN5837_c0_g2_i1
RBBH-13423,Tpa_TRINITY_DN117568_c0_g1_i2,Tge_TRINITY_DN43130_c0_g1_i1
